Year,Team,% returning
2015,Bethune Cookman,73.72
2015,Binghamton,74.5
2015,Boise St.,61.18
2015,Boston College,67.08
2015,Boston University,36.86
2015,Bowling Green,81.22
2015,Bradley,49.1
2015,Brown,76.1
2015,Bryant,59.84
2015,Bucknell,55.02
2015,Buffalo,48.74
2015,Butler,62.3
2015,BYU,74.42
2015,Cal Poly,54.62
2015,Cal St. Bakersfield,37.96
2015,Cal St. Fullerton,53.64
2015,Cal St. Northridge,67.66
2015,California,57.34
2015,Campbell,63.98
2015,Canisius,31.9
2015,Central Arkansas,7.78
2015,Central Connecticut,63.6
2015,Central Michigan,92.32
2015,Charleston Southern,53.32
2015,Charlotte,58.88
2015,Chattanooga,67.56
2015,Chicago St.,32.5
2015,Cincinnati,46.36
2015,Clemson,70.76
2015,Cleveland St.,52.72
2015,Coastal Carolina,83.52
2015,Colgate,71.92
2015,College of Charleston,55.58
2015,Colorado,88.56
2015,Colorado St.,60.22
2015,Columbia,61.36
2015,Connecticut,41.32
2015,Coppin St.,69.02
2015,Cornell,56.8
2015,Creighton,43.96
2015,Dartmouth,79.96
2015,Davidson,58.96
2015,Dayton,54.4
2015,Delaware,39.28
2015,Delaware St.,63.66
2015,Denver,76.18
2015,DePaul,50.3
2015,Detroit,61.46
2015,Drake,55.98
2015,Drexel,33.34
2015,Duke,46.76
2015,Duquesne,66.52
2015,East Carolina,70.94
2015,East Tennessee St.,66.2
2015,Eastern Illinois,62.8
2015,Eastern Kentucky,39.62
2015,Eastern Michigan,43.7
2015,Eastern Washington,84.24
2015,Elon,40.48
2015,Evansville,96.6
2015,Fairfield,70.32
2015,Fairleigh Dickinson,48.02
2015,FIU,37.94
2015,Florida,41.36
2015,Florida Atlantic,71.32
2015,Florida Gulf Coast,55.8
2015,Florida St.,65.08
2015,Fordham,56.32
2015,Fresno St.,68.7
2015,Furman,70.5
2015,Gardner Webb,48.3
2015,George Mason,56.64
2015,George Washington,56.7
2015,Georgetown,60.46
2015,Georgia,72.66
2015,Georgia Southern,49.66
2015,Georgia St.,57.4
2015,Georgia Tech,42.12
2015,Gonzaga,56.96
2015,Grambling St.,42.16
2015,Grand Canyon,40.12
2015,Green Bay,75.34
2015,Hampton,74.08
2015,Hartford,80.28
2015,Harvard,62
2015,Hawaii,33.26
2015,High Point,79.88
2015,Hofstra,43.02
2015,Holy Cross,84.56
2015,Houston,43.46
2015,Houston Baptist,59.66
2015,Howard,83.42
2015,Idaho,62.14
2015,Idaho St.,44.06
2015,Illinois,59.48
2015,Illinois Chicago,48.8
2015,Illinois St.,65.02
2015,Incarnate Word,54.9
2015,Indiana,40.58
2015,Indiana St.,42.06
2015,Iona,48.38
2015,Iowa,67.44
2015,Iowa St.,66.36
2015,Fort Wayne,55.56
2015,IUPUI,46.9
2015,Jackson St.,59.66
2015,Jacksonville,20
2015,Jacksonville St.,54.16
2015,James Madison,57.2
2015,Kansas,48.56
2015,Kansas St.,58.56
2015,Kennesaw St.,79.52
2015,Kent St.,68.52
2015,Kentucky,64.62
2015,La Salle,49.78
2015,Lafayette,99.4
2015,Lamar,40.92
2015,Lehigh,75.34
2015,Liberty,37.94
2015,Lipscomb,74.42
2015,LIU Brooklyn,44.58
2015,Long Beach St.,58.88
2015,Longwood,36.06
2015,Louisiana Lafayette,50.46
2015,Louisiana Monroe,57.4
2015,Louisiana Tech,47.04
2015,Louisville,56.18
2015,Loyola Chicago,74.92
2015,Loyola Marymount,31.98
2015,Loyola MD,59.68
2015,LSU,37.98
2015,Maine,69.82
2015,Manhattan,61.32
2015,Marist,63.68
2015,Marquette,38.98
2015,Marshall,51.3
2015,Maryland,53.28
2015,Maryland Eastern Shore,37.44
2015,Massachusetts,55.88
2015,McNeese St.,54.44
2015,Memphis,33.54
2015,Mercer,27.12
2015,Miami FL,34.44
2015,Miami OH,59.9
2015,Michigan,46.94
2015,Michigan St.,49.28
2015,Middle Tennessee,36.36
2015,Milwaukee,42.26
2015,Minnesota,63.54
2015,Mississippi,68.78
2015,Mississippi St.,73.8
2015,Mississippi Valley St.,35.42
2015,Missouri,36.98
2015,Missouri St.,62.82
2015,Monmouth,78.3
2015,Montana,54.44
2015,Montana St.,52.68
2015,Morehead St.,52.38
2015,Morgan St.,45.2
2015,Mount St. Mary's,51.48
2015,Murray St.,80.22
2015,Navy,87.36
2015,Nebraska,79.1
2015,Nebraska Omaha,48.22
2015,Nevada,44.84
2015,New Hampshire,59.16
2015,New Mexico,38.38
2015,New Mexico St.,54.04
2015,New Orleans,42.24
2015,Niagara,40.02
2015,Nicholls St.,57.2
2015,NJIT,73.28
2015,Norfolk St.,26.94
2015,North Carolina,74.38
2015,North Carolina A&T,39.44
2015,North Carolina Central,26.52
2015,North Carolina St.,63.42
2015,North Dakota,35.76
2015,North Dakota St.,41.86
2015,North Florida,72.46
2015,North Texas,47.66
2015,Northeastern,71.42
2015,Northern Arizona,84.54
2015,Northern Colorado,60.14
2015,Northern Illinois,71.26
2015,Northern Iowa,86.58
2015,Northern Kentucky,94.12
2015,Northwestern,69.28
2015,Northwestern St.,54.52
2015,Notre Dame,61.88
2015,Oakland,55.1
2015,Ohio,46.08
2015,Ohio St.,48.52
2015,Oklahoma,70.94
2015,Oklahoma St.,39.52
2015,Old Dominion,84.66
2015,Oral Roberts,63.06
2015,Oregon,25.36
2015,Oregon St.,31.34
2015,Pacific,16.64
2015,Penn,29.56
2015,Penn St.,72.06
2015,Pepperdine,54.66
2015,Pittsburgh,65.2
2015,Portland,73.6
2015,Portland St.,50.32
2015,Prairie View A&M,46.58
2015,Presbyterian,73.16
2015,Princeton,53.46
2015,Providence,46.56
2015,Purdue,48.54
2015,Quinnipiac,52.88
2015,Radford,94.34
2015,Rhode Island,79.44
2015,Rice,47.8
2015,Richmond,73.1
2015,Rider,59.54
2015,Robert Morris,57.38
2015,Rutgers,52.96
2015,Sacramento St.,87.76
2015,Sacred Heart,66.32
2015,Saint Joseph's,40.2
2015,Saint Louis,22.5
2015,Saint Mary's,35.28
2015,Saint Peter's,82.02
2015,Sam Houston St.,65.6
2015,Samford,24.56
2015,San Diego,86.38
2015,San Diego St.,67.52
2015,San Francisco,66.54
2015,San Jose St.,61.5
2015,Santa Clara,61.02
2015,Savannah St.,44.68
2015,Seattle,73.72
2015,Seton Hall,47.22
2015,Siena,88.46
2015,SIU Edwardsville,68.12
2015,SMU,72.36
2015,South Alabama,38.5
2015,South Carolina,75.86
2015,South Carolina St.,47.22
2015,South Dakota,62.2
2015,South Dakota St.,40.88
2015,South Florida,29.24
2015,Southeast Missouri St.,62.34
2015,Southeastern Louisiana,36.28
2015,Southern,39.32
2015,Southern Illinois,60.04
2015,Southern Miss,25.12
2015,Southern Utah,74.78
2015,St. Bonaventure,42.62
2015,St. Francis NY,51.66
2015,St. Francis PA,97.16
2015,St. John's,66.68
2015,Stanford,51.72
2015,Stephen F. Austin,60.16
2015,Stetson,39.1
2015,Stony Brook,40.44
2015,Syracuse,38.88
2015,TCU,82.5
2015,Temple,67.7
2015,Tennessee,27.46
2015,Tennessee Martin,48.2
2015,Tennessee St.,11.56
2015,Tennessee Tech,51.94
2015,Texas,94.04
2015,Texas A&M,64.14
2015,Texas A&M Corpus Chris,55.66
2015,Texas Southern,18.46
2015,Texas St.,40.38
2015,Texas Tech,42.04
2015,The Citadel,76.72
2015,Toledo,79.14
2015,Towson,34.86
2015,Troy,20.08
2015,Tulane,85.64
2015,Tulsa,71.88
2015,UAB,27.94
2015,UC Davis,68.28
2015,UC Irvine,85.2
2015,UC Riverside,62.52
2015,UC Santa Barbara,67.94
2015,UCF,49.04
2015,UCLA,34.8
2015,UMass Lowell,66.34
2015,UMBC,57.34
2015,UMKC,36.1
2015,UNC Asheville,71.22
2015,UNC Greensboro,59.66
2015,UNC Wilmington,52.92
2015,UNLV,22.8
2015,USC,35.18
2015,USC Upstate,53.68
2015,UT Arlington,44.84
2015,UT Rio Grande Valley,32.1
2015,Utah,80.46
2015,Utah St.,13.3
2015,Utah Valley,40.58
2015,UTEP,68.1
2015,UTSA,35.84
2015,Valparaiso,41.26
2015,Vanderbilt,43.32
2015,VCU,69.28
2015,Vermont,24.86
2015,Villanova,78.12
2015,Virginia,70.68
2015,Virginia Tech,47.64
2015,VMI,63.74
2015,Wagner,28.46
2015,Wake Forest,52.54
2015,Washington,61.68
2015,Washington St.,66.06
2015,Weber St.,50.12
2015,West Virginia,56.04
2015,Western Carolina,44.38
2015,Western Illinois,62.52
2015,Western Kentucky,60.22
2015,Western Michigan,84.6
2015,Wichita St.,62.2
2015,William & Mary,55.3
2015,Winthrop,55.68
2015,Wisconsin,81.26
2015,Wofford,91.28
2015,Wright St.,40.6
2015,Wyoming,67.28
2015,Xavier,54.06
2015,Yale,77.8
2015,Youngstown St.,45.68
2016,Abilene Christian,56.56
2016,Air Force,47.62
2016,Akron,75.82
2016,Alabama,57.28
2016,Alabama A&M,61.08
2016,Alabama St.,31.86
2016,Albany,63.88
2016,Alcorn St.,57.08
2016,American,49.7
2016,Appalachian St.,80.52
2016,Arizona,40.28
2016,Arizona St.,57.04
2016,Arkansas,36.64
2016,Little Rock,39.64
2016,Arkansas Pine Bluff,45.26
2016,Arkansas St.,71.98
2016,Army,83.7
2016,Auburn,42.16
2016,Austin Peay,52.6
2016,Ball St.,79
2016,Baylor,66.7
2016,Belmont,72.84
2016,Bethune Cookman,14.44
2016,Binghamton,76.4
2016,Boise St.,56.16
2016,Boston College,20.64
2016,Boston University,97.92
2016,Bowling Green,44.96
2016,Bradley,17.54
2016,Brown,73.88
2016,Bryant,64.14
2016,Bucknell,71.78
2016,Buffalo,45.2
2016,Butler,66.42
2016,BYU,40.96
2016,Cal Poly,66.3
2016,Cal St. Bakersfield,51.4
2016,Cal St. Fullerton,33.36
2016,Cal St. Northridge,42.72
2016,California,68.26
2016,Campbell,62.24
2016,Canisius,52.9
2016,Central Arkansas,77.4
2016,Central Connecticut,51.98
2016,Central Michigan,88.74
2016,Charleston Southern,29.68
2016,Charlotte,18.82
2016,Chattanooga,75.82
2016,Chicago St.,34.06
2016,Cincinnati,85.5
2016,Clemson,64.34
2016,Cleveland St.,30.66
2016,Coastal Carolina,71.76
2016,Colgate,28.28
2016,College of Charleston,51.92
2016,Colorado,58.72
2016,Colorado St.,40.3
2016,Columbia,74.82
2016,Connecticut,69.8
2016,Coppin St.,25.68
2016,Cornell,43.56
2016,Creighton,41.76
2016,Dartmouth,59.5
2016,Davidson,81.4
2016,Dayton,76.68
2016,Delaware,83.28
2016,Delaware St.,29.9
2016,Denver,50.02
2016,DePaul,62.44
2016,Detroit,64.42
2016,Drake,38.54
2016,Drexel,71.98
2016,Duke,30.46
2016,Duquesne,79.58
2016,East Carolina,57.82
2016,East Tennessee St.,52.94
2016,Eastern Illinois,40.18
2016,Eastern Kentucky,36.76
2016,Eastern Michigan,44.66
2016,Eastern Washington,35.74
2016,Elon,56.06
2016,Evansville,92.56
2016,Fairfield,54.66
2016,Fairleigh Dickinson,41.08
2016,FIU,43.6
2016,Florida,52.92
2016,Florida A&M,38.08
2016,Florida Atlantic,58.82
2016,Florida Gulf Coast,43.38
2016,Florida St.,76.74
2016,Fordham,53.38
2016,Fresno St.,70.18
2016,Furman,95.36
2016,Gardner Webb,52.52
2016,George Mason,60.84
2016,George Washington,65.28
2016,Georgetown,57.46
2016,Georgia,58.16
2016,Georgia Southern,28.5
2016,Georgia St.,49.74
2016,Georgia Tech,67.02
2016,Gonzaga,53.12
2016,Grambling St.,42.12
2016,Grand Canyon,50.14
2016,Green Bay,50.02
2016,Hampton,52.84
2016,Hartford,33.94
2016,Harvard,37.56
2016,Hawaii,73.64
2016,High Point,74.28
2016,Hofstra,68.5
2016,Holy Cross,51.7
2016,Houston,66.04
2016,Houston Baptist,70.34
2016,Howard,71.6
2016,Idaho,44.88
2016,Idaho St.,33.92
2016,Illinois,51.66
2016,Illinois Chicago,45.8
2016,Illinois St.,56.4
2016,Incarnate Word,64.06
2016,Indiana,78.26
2016,Indiana St.,51.54
2016,Iona,75.38
2016,Iowa,63.28
2016,Iowa St.,70.92
2016,Fort Wayne,53.14
2016,IUPUI,43.5
2016,Jackson St.,74.98
2016,Jacksonville,73.16
2016,Jacksonville St.,32.36
2016,James Madison,77.32
2016,Kansas,82.34
2016,Kansas St.,29.84
2016,Kennesaw St.,49.96
2016,Kent St.,37.86
2016,Kentucky,21.94
2016,La Salle,46.76
2016,Lafayette,50.58
2016,Lamar,54.1
2016,Lehigh,67.7
2016,Liberty,18.9
2016,Lipscomb,62.5
2016,LIU Brooklyn,60.34
2016,Long Beach St.,28.84
2016,Longwood,53.96
2016,Louisiana Lafayette,82.46
2016,Louisiana Monroe,74.56
2016,Louisiana Tech,43.88
2016,Louisville,32.3
2016,Loyola Chicago,74.02
2016,Loyola Marymount,39.14
2016,Loyola MD,71.76
2016,LSU,64.98
2016,Maine,77.94
2016,Manhattan,55.54
2016,Marist,56.2
2016,Marquette,42.6
2016,Marshall,59
2016,Maryland,55.3
2016,Maryland Eastern Shore,41.8
2016,Massachusetts,53.3
2016,McNeese St.,44.9
2016,Memphis,58.22
2016,Mercer,52.54
2016,Miami FL,70.62
2016,Miami OH,70.76
2016,Michigan,92.24
2016,Michigan St.,69.88
2016,Middle Tennessee,59.08
2016,Milwaukee,67.44
2016,Minnesota,51.32
2016,Mississippi,40.98
2016,Mississippi St.,68.68
2016,Mississippi Valley St.,36.62
2016,Missouri,47.62
2016,Missouri St.,77.54
2016,Monmouth,63.76
2016,Montana,65.64
2016,Montana St.,49.76
2016,Morehead St.,42
2016,Morgan St.,50.64
2016,Mount St. Mary's,49.34
2016,Murray St.,33.2
2016,Navy,68.06
2016,Nebraska,42.62
2016,Nebraska Omaha,55.6
2016,Nevada,76.94
2016,New Hampshire,75.74
2016,New Mexico,54.98
2016,New Mexico St.,47.78
2016,New Orleans,68.14
2016,Niagara,42.86
2016,Nicholls St.,56.74
2016,NJIT,81.5
2016,Norfolk St.,47.98
2016,North Carolina,83.04
2016,North Carolina A&T,87.58
2016,North Carolina Central,30.38
2016,North Carolina St.,55.38
2016,North Dakota,36.82
2016,North Dakota St.,79.24
2016,North Florida,71.86
2016,North Texas,29.66
2016,Northeastern,76.46
2016,Northern Arizona,43.12
2016,Northern Colorado,40.06
2016,Northern Illinois,50.2
2016,Northern Iowa,53.42
2016,Northern Kentucky,55.28
2016,Northwestern,72.2
2016,Northwestern St.,80.08
2016,Notre Dame,63.88
2016,Oakland,49.96
2016,Ohio,39.26
2016,Ohio St.,33.44
2016,Oklahoma,75.14
2016,Oklahoma St.,52.5
2016,Old Dominion,66.56
2016,Oral Roberts,49.1
2016,Oregon,61.1
2016,Oregon St.,92.02
2016,Pacific,76.82
2016,Penn,71.06
2016,Penn St.,52.36
2016,Pepperdine,92.62
2016,Pittsburgh,73.16
2016,Portland,50.98
2016,Portland St.,23.7
2016,Prairie View A&M,32.66
2016,Presbyterian,55.22
2016,Princeton,65.78
2016,Providence,50.46
2016,Purdue,75.22
2016,Quinnipiac,28.98
2016,Radford,50.62
2016,Rhode Island,61.7
2016,Rice,43.7
2016,Richmond,67.74
2016,Rider,72.94
2016,Robert Morris,51.98
2016,Rutgers,42.04
2016,Sacramento St.,47.14
2016,Sacred Heart,44.38
2016,Saint Joseph's,81.3
2016,Saint Louis,80.32
2016,Saint Mary's,25.68
2016,Saint Peter's,43.56
2016,Sam Houston St.,24.42
2016,Samford,48.84
2016,San Diego,47.1
2016,San Diego St.,63.24
2016,San Francisco,29.14
2016,San Jose St.,36.74
2016,Santa Clara,60.3
2016,Savannah St.,30.74
2016,Seattle,42.76
2016,Seton Hall,50.18
2016,Siena,62.96
2016,SIU Edwardsville,24.6
2016,SMU,54.02
2016,South Alabama,68.12
2016,South Carolina,75.12
2016,South Carolina St.,49.26
2016,South Dakota,50.68
2016,South Dakota St.,72.88
2016,South Florida,49.06
2016,Southeast Missouri St.,44.86
2016,Southeastern Louisiana,39.16
2016,Southern,57.7
2016,Southern Illinois,53.62
2016,Southern Miss,11.12
2016,Southern Utah,77.86
2016,St. Bonaventure,57.2
2016,St. Francis NY,53.24
2016,St. Francis PA,56.68
2016,St. John's,8
2016,Stanford,43.94
2016,Stephen F. Austin,68.98
2016,Stetson,59.54
2016,Stony Brook,92.48
2016,Syracuse,63.2
2016,TCU,41.6
2016,Temple,71.84
2016,Tennessee,70.2
2016,Tennessee Martin,55.16
2016,Tennessee St.,48.62
2016,Tennessee Tech,50.94
2016,Texas,75.92
2016,Texas A&M,50.7
2016,Texas A&M Corpus Chris,81.98
2016,Texas Southern,43.08
2016,Texas St.,59.3
2016,Texas Tech,71.86
2016,The Citadel,36.26
2016,Toledo,49.32
2016,Towson,69.36
2016,Troy,48.96
2016,Tulane,40.4
2016,Tulsa,93.3
2016,UAB,90.98
2016,UC Davis,39.04
2016,UC Irvine,65.14
2016,UC Riverside,58.4
2016,UC Santa Barbara,71.82
2016,UCF,52.58
2016,UCLA,65.18
2016,UMass Lowell,37.02
2016,UMBC,66.46
2016,UMKC,46.88
2016,UNC Asheville,54.06
2016,UNC Greensboro,65.04
2016,UNC Wilmington,49.7
2016,UNLV,42.66
2016,USC,95.92
2016,USC Upstate,40.04
2016,UT Arlington,46.8
2016,UT Rio Grande Valley,38.94
2016,Utah,75.06
2016,Utah St.,64.66
2016,Utah Valley,35.98
2016,UTEP,37.98
2016,UTSA,45.84
2016,Valparaiso,99.14
2016,Vanderbilt,79.08
2016,VCU,67.26
2016,Vermont,67.76
2016,Villanova,59.28
2016,Virginia,76.44
2016,Virginia Tech,47.12
2016,VMI,69.9
2016,Wagner,63.86
2016,Wake Forest,72.32
2016,Washington,24.82
2016,Washington St.,61.68
2016,Weber St.,66.68
2016,West Virginia,73.48
2016,Western Carolina,67.92
2016,Western Illinois,82.9
2016,Western Kentucky,41.98
2016,Western Michigan,45.46
2016,Wichita St.,57.28
2016,William & Mary,76.46
2016,Winthrop,46.16
2016,Wisconsin,37.92
2016,Wofford,64.2
2016,Wright St.,59.16
2016,Wyoming,36.56
2016,Xavier,65.88
2016,Yale,51.56
2016,Youngstown St.,23.18
2017,Abilene Christian,53.72
2017,Air Force,79.18
2017,Akron,68.5
2017,Alabama,48.32
2017,Alabama A&M,37.18
2017,Alabama St.,63.2
2017,Albany,47.68
2017,Alcorn St.,37.38
2017,American,61
2017,Appalachian St.,55.54
2017,Arizona,43.78
2017,Arizona St.,42.9
2017,Arkansas,52.48
2017,Arkansas Pine Bluff,58.14
2017,Arkansas St.,35.64
2017,Army,31.64
2017,Auburn,46.24
2017,Austin Peay,59.94
2017,Ball St.,69.1
2017,Baylor,56.04
2017,Belmont,78.28
2017,Bethune Cookman,27.4
2017,Binghamton,97.88
2017,Boise St.,37.66
2017,Boston College,45.14
2017,Boston University,70.1
2017,Bowling Green,67.94
2017,Bradley,81.9
2017,Brown,70.54
2017,Bryant,71.06
2017,Bucknell,61.24
2017,Buffalo,64.8
2017,Butler,52.92
2017,BYU,40.1
2017,Cal Poly,54.02
2017,Cal St. Bakersfield,67.16
2017,Cal St. Fullerton,49.14
2017,Cal St. Northridge,62
2017,California,58.12
2017,Campbell,59.3
2017,Canisius,55.04
2017,Central Arkansas,64.98
2017,Central Connecticut,58.12
2017,Central Michigan,43.28
2017,Charleston Southern,55.64
2017,Charlotte,62.72
2017,Chattanooga,54.44
2017,Chicago St.,57.9
2017,Cincinnati,59.8
2017,Clemson,69.44
2017,Cleveland St.,67.98
2017,Coastal Carolina,62.14
2017,Colgate,71.46
2017,College of Charleston,85.54
2017,Colorado,64.56
2017,Colorado St.,34.46
2017,Columbia,40.26
2017,Connecticut,42
2017,Coppin St.,57.1
2017,Cornell,87.62
2017,Creighton,72.52
2017,Dartmouth,58.68
2017,Davidson,75.06
2017,Dayton,78.42
2017,Delaware,55.02
2017,Delaware St.,74.46
2017,Denver,63.84
2017,DePaul,48.64
2017,Detroit,61.04
2017,Drake,72.02
2017,Drexel,37.72
2017,Duke,54.38
2017,Duquesne,34.74
2017,East Carolina,59.36
2017,East Tennessee St.,48.2
2017,Eastern Illinois,69.3
2017,Eastern Kentucky,35.54
2017,Eastern Michigan,75.64
2017,Eastern Washington,57.84
2017,Elon,85.54
2017,Evansville,22.68
2017,Fairfield,69.58
2017,Fairleigh Dickinson,84.76
2017,FIU,64.12
2017,Florida,75.46
2017,Florida A&M,51.18
2017,Florida Atlantic,58.64
2017,Florida Gulf Coast,79.12
2017,Florida St.,48.48
2017,Fordham,59.62
2017,Fort Wayne,53.2
2017,Fresno St.,44.1
2017,Furman,72.68
2017,Gardner Webb,46.14
2017,George Mason,76.3
2017,George Washington,35.9
2017,Georgetown,80.82
2017,Georgia,70.6
2017,Georgia Southern,88.3
2017,Georgia St.,54.6
2017,Georgia Tech,33.08
2017,Gonzaga,37.7
2017,Grambling St.,54.8
2017,Grand Canyon,51.32
2017,Green Bay,62.44
2017,Hampton,33.8
2017,Hartford,54.92
2017,Harvard,62.14
2017,Hawaii,7.5
2017,High Point,40.74
2017,Hofstra,41.82
2017,Holy Cross,80.64
2017,Houston,61.46
2017,Houston Baptist,51.8
2017,Howard,91.1
2017,Idaho,79.36
2017,Idaho St.,59.94
2017,Illinois,75.18
2017,Illinois Chicago,61.7
2017,Illinois St.,54.54
2017,Incarnate Word,41.34
2017,Indiana,37.32
2017,Indiana St.,62.92
2017,Iona,32.32
2017,Iowa,40.36
2017,Iowa St.,46.6
2017,IUPUI,51.56
2017,Jackson St.,64.72
2017,Jacksonville,67.42
2017,Jacksonville St.,47.82
2017,James Madison,72.5
2017,Kansas,53.04
2017,Kansas St.,74.02
2017,Kennesaw St.,57.16
2017,Kent St.,33.56
2017,Kentucky,30.94
2017,La Salle,87.56
2017,Lafayette,59.9
2017,Lamar,55.62
2017,Lehigh,69.34
2017,Liberty,74.8
2017,Lipscomb,73.3
2017,Little Rock,53
2017,LIU Brooklyn,42.06
2017,Long Beach St.,53.58
2017,Longwood,41.66
2017,Louisiana Lafayette,38.82
2017,Louisiana Monroe,36.46
2017,Louisiana Tech,49
2017,Louisville,57.3
2017,Loyola Chicago,47.96
2017,Loyola Marymount,62.8
2017,Loyola MD,59.52
2017,LSU,49.58
2017,Maine,41.42
2017,Manhattan,48.24
2017,Marist,81.88
2017,Marquette,78.32
2017,Marshall,76.98
2017,Maryland,41.38
2017,Maryland Eastern Shore,52.02
2017,Massachusetts,52.12
2017,McNeese St.,64.16
2017,Memphis,38.48
2017,Mercer,56.02
2017,Miami FL,42.84
2017,Miami OH,36.64
2017,Michigan,75.16
2017,Michigan St.,34.94
2017,Middle Tennessee,54.7
2017,Milwaukee,14.18
2017,Minnesota,57.74
2017,Mississippi,39.88
2017,Mississippi St.,30.78
2017,Mississippi Valley St.,75.38
2017,Missouri,47.66
2017,Missouri St.,74.2
2017,Monmouth,85.4
2017,Montana,81.2
2017,Montana St.,53.62
2017,Morehead St.,54
2017,Morgan St.,46.5
2017,Mount St. Mary's,59.38
2017,Murray St.,47.8
2017,Navy,53.5
2017,Nebraska,52.76
2017,Nebraska Omaha,53.74
2017,Nevada,53.24
2017,New Hampshire,59.68
2017,New Mexico,79.72
2017,New Mexico St.,74.6
2017,New Orleans,87.98
2017,Niagara,54.08
2017,Nicholls St.,60.94
2017,NJIT,60.58
2017,Norfolk St.,42.34
2017,North Carolina,68.22
2017,North Carolina A&T,26.96
2017,North Carolina Central,53.4
2017,North Carolina St.,43.26
2017,North Dakota,85
2017,North Dakota St.,72.74
2017,North Florida,52.78
2017,North Texas,79.1
2017,Northeastern,34.76
2017,Northern Arizona,66.98
2017,Northern Colorado,30.52
2017,Northern Illinois,64.2
2017,Northern Iowa,48.5
2017,Northern Kentucky,54.58
2017,Northwestern,67.82
2017,Northwestern St.,79.34
2017,Notre Dame,66.48
2017,Oakland,55.52
2017,Ohio,80.76
2017,Ohio St.,79.04
2017,Oklahoma,40.78
2017,Oklahoma St.,52.66
2017,Old Dominion,58.14
2017,Oral Roberts,62.72
2017,Oregon,68.26
2017,Oregon St.,38.32
2017,Pacific,84.62
2017,Penn,74.08
2017,Penn St.,59.06
2017,Pepperdine,44.48
2017,Pittsburgh,65.4
2017,Portland,68.62
2017,Portland St.,40.02
2017,Prairie View A&M,70.28
2017,Presbyterian,63.04
2017,Princeton,99.12
2017,Providence,53.94
2017,Purdue,60.7
2017,Quinnipiac,47.92
2017,Radford,33.2
2017,Rhode Island,73.58
2017,Rice,80.96
2017,Richmond,58.16
2017,Rider,40.44
2017,Robert Morris,61.48
2017,Rutgers,46.28
2017,Sacramento St.,75.22
2017,Sacred Heart,46.18
2017,Saint Joseph's,35.32
2017,Saint Louis,58.12
2017,Saint Mary's,98.16
2017,Saint Peter's,66.86
2017,Sam Houston St.,83.48
2017,Samford,35.08
2017,San Diego,39.04
2017,San Diego St.,63.64
2017,San Francisco,35.34
2017,San Jose St.,69.04
2017,Santa Clara,93.36
2017,Savannah St.,38.92
2017,Seattle,69.92
2017,Seton Hall,70.52
2017,Siena,72.86
2017,SIU Edwardsville,55.4
2017,SMU,54.16
2017,South Alabama,68.86
2017,South Carolina,49.48
2017,South Carolina St.,62.9
2017,South Dakota,19.54
2017,South Dakota St.,45.2
2017,South Florida,45.1
2017,Southeast Missouri St.,47.9
2017,Southeastern Louisiana,51
2017,Southern,54.74
2017,Southern Illinois,66.7
2017,Southern Miss,68.88
2017,Southern Utah,38.24
2017,St. Bonaventure,51.02
2017,St. Francis NY,34.36
2017,St. Francis PA,32.76
2017,St. John's,50.68
2017,Stanford,82.78
2017,Stephen F. Austin,34.88
2017,Stetson,77.62
2017,Stony Brook,34.2
2017,Syracuse,43.78
2017,TCU,78.36
2017,Temple,51.04
2017,Tennessee,45.02
2017,Tennessee Martin,34.08
2017,Tennessee St.,45.7
2017,Tennessee Tech,40.92
2017,Texas,36.72
2017,Texas A&M,44.5
2017,Texas A&M Corpus Chris,33.88
2017,Texas Southern,27.2
2017,Texas St.,42.08
2017,Texas Tech,67.26
2017,The Citadel,50.54
2017,Toledo,64.2
2017,Towson,60.4
2017,Troy,81.12
2017,Tulane,60.54
2017,Tulsa,17.86
2017,UAB,78.68
2017,UC Davis,65.32
2017,UC Irvine,44.18
2017,UC Riverside,58.46
2017,UC Santa Barbara,44.08
2017,UCF,44.74
2017,UCLA,67.08
2017,UMass Lowell,71.7
2017,UMBC,89.32
2017,UMKC,70.68
2017,UNC Asheville,53.28
2017,UNC Greensboro,83.36
2017,UNC Wilmington,70.42
2017,UNLV,16.26
2017,USC,49.82
2017,USC Upstate,77.34
2017,UT Arlington,80.46
2017,UT Rio Grande Valley,36.2
2017,Utah,26.78
2017,Utah St.,48.24
2017,Utah Valley,28.34
2017,UTEP,53.34
2017,UTSA,56.64
2017,Valparaiso,49
2017,Vanderbilt,63.26
2017,VCU,65.12
2017,Vermont,83.38
2017,Villanova,72.24
2017,Virginia,56.88
2017,Virginia Tech,65.34
2017,VMI,69.78
2017,Wagner,63.86
2017,Wake Forest,60.3
2017,Washington,50.86
2017,Washington St.,60.04
2017,Weber St.,82.96
2017,West Virginia,65.78
2017,Western Carolina,40.3
2017,Western Illinois,60.72
2017,Western Kentucky,29.24
2017,Western Michigan,64.94
2017,Wichita St.,48.7
2017,William & Mary,69.94
2017,Winthrop,71.66
2017,Wisconsin,99.72
2017,Wofford,56.02
2017,Wright St.,46.64
2017,Wyoming,74.68
2017,Xavier,61.28
2017,Yale,24.98
2017,Youngstown St.,72.76
2018,Abilene Christian,91.82
2018,Air Force,70.8
2018,Akron,21.66
2018,Alabama,61.36
2018,Alabama A&M,45.08
2018,Alabama St.,45.12
2018,Albany,67.08
2018,Alcorn St.,59.5
2018,American,32.02
2018,Appalachian St.,59.66
2018,Arizona,49.6
