Year,Team,Ret Mins
2019,Texas Southern Tigers,33.88
2019,Texas State Bobcats,59.38
2019,Texas Tech Red Raiders,35.76
2019,Citadel Bulldogs,64.08
2019,Toledo Rockets,71.66
2019,Towson Tigers,23.1
2019,Troy Trojans,56.32
2019,Tulane Green Wave,44.98
2019,Tulsa Golden Hurricane,56.66
2019,Alabama-Birmingham Blazers,41.48
2019,California-Davis Aggies,70.22
2019,California-Irvine Anteaters,85.42
2019,California-Riverside Highlanders,30.16
2019,California-Santa Barbara Gauchos,36.58
2019,Central Florida Knights,69.4
2019,UCLA Bruins,52.56
2019,Massachusetts-Lowell River Hawks,50.96
2019,Maryland-Baltimore County Retrievers,51.58
2019,Missouri-Kansas City Kangaroos,54.42
2019,North Carolina-Asheville Bulldogs,6.8
2019,North Carolina-Greensboro Spartans,63.82
2019,North Carolina-Wilmington Seahawks,59.26
2019,UNLV Rebels,49.98
2019,Southern California Trojans,53
2019,South Carolina-Upstate Spartans,49.14
2019,Texas-Arlington Mavericks,8.02
2019,Texas Rio Grande Vaqueros,39.88
2019,Utah Utes,38.12
2019,Utah State Aggies,58.96
2019,Utah Valley Wolverines,38.58
2019,Texas-El Paso Miners,32.04
2019,Texas-San Antonio Roadrunners,68.6
2019,Valparaiso Crusaders,56.54
2019,Vanderbilt Commodores,37
2019,Virginia Commonwealth Rams,59
2019,Vermont Catamounts,45.14
2019,Villanova Wildcats,39.2
2019,Virginia Cavaliers,62.08
2019,Virginia Tech Hokies,61.16
2019,Virginia Military Keydets,57.54
2019,Wagner Seahawks,58.56
2019,Wake Forest Demon Deacons,31.88
2019,Washington Huskies,95.18
2019,Washington State Cougars,53.48
2019,Weber State Wildcats,68.26
2019,West Virginia Mountaineers,57.06
2019,Western Carolina Catamounts,41.34
2019,Western Illinois Leathernecks,64.78
2019,Western Kentucky Hilltoppers,50.18
2019,Western Michigan Broncos,29.08
2019,Wichita State Shockers,11.22
2019,William & Mary Tribe,58.08
2019,Winthrop Eagles,67.84
2019,Wisconsin Badgers,90.08
2019,Wofford Terriers,91.58
2019,Wright State Raiders,64.2
2019,Wyoming Cowboys,32.14
2019,Xavier Musketeers,41.86
2019,Yale Bulldogs,90.44
2019,Youngstown State Penguins,34.32
2020,Abilene Christian Wildcats,45.7
2020,Air Force Falcons,88.2
2020,Akron Zips,62.1
2020,Alabama Crimson Tide,52
2020,Alabama A&M Bulldogs,52
2020,Alabama State Hornets,59.3
2020,Albany Great Danes,78.3
2020,Alcorn State Braves,88.1
2020,American Eagles,65.8
2020,Appalachian State Mountaineers,65.3
2020,Arizona Wildcats,37.2
2020,Arizona State Sun Devils,62.6
2020,Arkansas Razorbacks,62.9
2020,Arkansas-Pine Bluff Golden Lions,53.1
2020,Arkansas State Red Wolves,46.9
2020,Army Black Knights,66.5
2020,Auburn Tigers,37.3
2020,Austin Peay State Governors,28
2020,Ball State Cardinals,68.8
2020,Baylor Bears,65.1
2020,Belmont Bruins,66.8
2020,Bethune Cookman Wildcats,54.1
2020,Binghamton Bearcats,25.3
2020,Boise State Broncos,70.3
2020,Boston College Eagles,55.8
2020,Boston University Terriers,79.1
2020,Bowling Green State Falcons,68
2020,Bradley Braves,60.4
2020,Brown Bears,65.1
2020,Bryant University Bulldogs,55.7
2020,Bucknell Bison,64.9
2020,Buffalo Bulls,36.4
2020,Butler Bulldogs,68.4
2020,Brigham Young Cougars,60.1
2020,California Baptist Lancers,64.2
2020,Cal Poly-Slo Mustangs,56.6
2020,California State-Bakersfield Roadrunners,38.3
2020,California State-Fullerton Titans,51.9
2020,California State-Northridge Matadors,85.9
2020,California Golden Bears,57
2020,Campbell Fighting Camels,51.6
2020,Canisius Golden Griffins,50.1
2020,Central Arkansas Bears,65.2
2020,Central Connecticut State Blue Devils,42.8
2020,Central Michigan Chippewas,65.8
2020,Charleston Southern Buccaneers,73.1
2020,North Carolina-Charlotte 49ers,53.5
2020,Tennessee-Chattanooga Moccasins,59.9
2020,Chicago State Cougars,20.4
2020,Cincinnati Bearcats,52.2
2020,Clemson Tigers,36.3
2020,Cleveland State Vikings,39.9
2020,Coastal Carolina Chanticleers,55.6
2020,Colgate Red Raiders,71.8
2020,College of Charleston Cougars,63.9
2020,Colorado Buffaloes,94.1
2020,Colorado State Rams,58.8
2020,Columbia Lions,77.5
2020,Connecticut Huskies,67.6
2020,Coppin State Eagles,32.9
2020,Cornell Big Red,45.7
2020,Creighton Blue Jays,72.2
2020,Dartmouth College Big Green,68.1
2020,Davidson College Wildcats,94.8
2020,Dayton Flyers,70.8
2020,Delaware Blue Hens,40.5
2020,Delaware State Hornets,59.1
2020,Denver Pioneers,44.1
2020,DePaul Blue Demons,57.1
2020,Detroit-Mercy Titans,43.4
2020,Drake Bulldogs,65.1
2020,Drexel Dragons,62
2020,Duke Blue Devils,45.3
2020,Duquesne Dukes,77.1
2020,East Carolina Pirates,15.2
2020,East Tennessee State Buccaneers,79.7
2020,Eastern Illinois Panthers,75.4
2020,Eastern Kentucky Colonels,67.2
2020,Eastern Michigan Eagles,32.5
2020,Eastern Washington Eagles,62.4
2020,Elon Phoenix,52.4
2020,Evansville Aces,67.9
2020,Fairfield Stags,58.4
2020,Fairleigh Dickinson-Metropolitan Knights,65.1
2020,Florida International Panthers,61.1
2020,Florida Gators,46
2020,Florida A&M Rattlers,61.1
2020,Florida Atlantic Owls,63.2
2020,Florida Gulf Coast Eagles,41.5
2020,Florida State Seminoles,43
2020,Fordham Rams,65
2020,IUPU-Fort Wayne Mastadons,50.7
2020,Fresno State Bulldogs,51.1
2020,Furman  Paladins,73.5
2020,Gardner Webb Runnin Bulldogs,68.2
2020,George Mason Patriots,68
2020,George Washington Colonials,70.5
2020,Georgetown Hoyas,64.5
2020,Georgia Bulldogs,39.5
2020,Georgia Southern Eagles,68.2
2020,Georgia State Panthers,33.3
2020,Georgia Tech Yellow Jackets,73.9
2020,Gonzaga Bulldogs,27
2020,Grambling State Tigers,67.5
2020,Grand Canyon Antelope,37.4
2020,Wisconsin-Green Bay Phoenix,80.3
2020,Hampton University Pirates,44.8
2020,Hartford Hawks,7.6
2020,Harvard Crimson,96.4
2020,Hawaii Rainbow Warriors,57.2
2020,High Point Panthers,44.1
2020,Hofstra Pride,60.9
2020,Holy Cross Crusaders,34.8
2020,Houston Cougars,46.4
2020,Houston Baptist Huskies,56.2
2020,Howard Bison,52
2020,Idaho Vandals,49
2020,Idaho State Bengals,50.6
2020,Illinois Fighting Illini,81.6
2020,Illinois-Chicago Flames,99.4
2020,Illinois State Redbirds,29.3
2020,Incarnate Word Cardinals,65.6
2020,Indiana Hoosiers,58.8
2020,Indiana State Sycamores,72.5
2020,Iona Gaels,70.5
2020,Iowa Hawkeyes,60.8
2020,Iowa State Cyclones,37.4
2020,Indiana-Purdue Jaguars,37.8
2020,Jackson State Tigers,48.1
2020,Jacksonville Dolphins,54.1
2020,Jacksonville State Gamecocks,28.2
2020,James Madison Dukes,69.4
2020,Kansas Jayhawks,55.2
2020,Kansas State Wildcats,53.8
2020,Kennesaw State Owls,69.6
2020,Kent State Golden Flashes,55.1
2020,Kentucky Wildcats,36.8
2020,La Salle Explorers,64.1
2020,Lafayette College Leopards,89.2
2020,Lamar Cardinals,47.4
2020,Lehigh Mountain Hawks,49
2020,Liberty University Flames,75.9
2020,Lipscomb Bison,35.7
2020,Arkansas-Little Rock Trojans,70
2020,Long Island Brooklyn Blackbirds,75.1
2020,California State-Long Beach 49ers,23.1
2020,Longwood Lancers,66.1
2020,Louisiana-Lafayette Ragin Cajuns,34.5
2020,Louisiana-Monroe Warhawks,45.7
2020,Louisiana Tech Bulldogs,73.6
2020,Louisville Cardinals,66.9
2020,Loyola-Chicago Ramblers,61
2020,Loyola-Marymount Lions,58.5
2020,Loyola-Maryland Greyhounds,89
2020,Louisiana State Tigers,59.4
2020,Maine Black Bears,53.5
2020,Manhattan Jaspers,83.5
2020,Marist Red Foxes,29.7
2020,Marquette Golden Eagles,59.1
2020,Marshall Thundering Herd,53.7
2020,Maryland Terrapins,83.3
2020,Maryland-Eastern Shore Hawks,60.2
2020,Massachusetts Minutemen,47.4
2020,McNeese State Cowboys,37.3
2020,Memphis Tigers,29.1
2020,Mercer Bears,55.2
2020,Merrimack,70
2020,Miami-Florida Hurricanes,50.2
2020,Miami-Ohio Redhawks,63.5
2020,Michigan Wolverines,54.2
2020,Michigan State Spartans,65.6
2020,Middle Tennessee State Blue Raiders,67.1
2020,Wisconsin-Milwaukee Panthers,58.8
2020,Minnesota Golden Gophers,32.8
2020,Mississippi Rebels,57.2
2020,Mississippi State Bulldogs,57.6
2020,Mississippi Valley State Delta Devils,36.4
2020,Missouri Tigers,65.9
2020,Missouri State Bears,48.4
2020,Monmouth-New Jersey Hawks,76.2
2020,Montana Grizzlies,38.3
2020,Montana State Bobcats,44.5
2020,Morehead State Eagles,56.7
2020,Morgan State Bears,70.3
2020,Mount Saint Marys Mountaineers,96
2020,Murray State Racers,47.2
2020,Navy Midshipmen,55.5
2020,Nebraska Cornhuskers,4.1
2020,Nebraska-Omaha Mavericks,61.2
2020,Nevada Wolf Pack,15.7
2020,New Hampshire Wildcats,74.6
2020,New Mexico Lobos,64.8
2020,New Mexico State Aggies,75.5
2020,New Orleans Privateers,75.5
2020,Niagara Purple Eagles,37.4
2020,Nicholls State Colonels,56.3
2020,New Jersey Tech Highlanders,89.3
2020,Norfolk State Spartans,24.9
2020,North Alabama Lions,67.9
2020,North Carolina Central Eagles,26.8
2020,North Carolina A&T Aggies,46.7
2020,North Carolina Tar Heels,37.8
2020,North Carolina State Wolfpack,71.6
2020,North Dakota Fighting Hawks,75.3
2020,North Dakota State Bison,87.9
2020,North Florida Ospreys,80.5
2020,North Texas Mean Green Eagles,60.2
2020,Northeastern Huskies,48.9
2020,Northern Arizona Lumberjacks,74.2
2020,Northern Colorado Bears,72.3
2020,Northern Illinois Huskies,61.3
2020,Northern Iowa Panthers,83.4
2020,Northern Kentucky Norse,67.6
2020,Northwestern Wildcats,44.8
2020,Northwestern State Demons,54.3
2020,Notre Dame Fighting Irish,89
2020,Oakland Golden Grizzlies,38.2
2020,Ohio Bobcats,30
2020,Ohio State Buckeyes,68.8
2020,Oklahoma Sooners,41.5
2020,Oklahoma State Cowboys,76.2
2020,Old Dominion Monarchs,56.6
2020,Oral Roberts Golden Eagles,75
2020,Oregon Ducks,36.4
2020,Oregon State Beavers,71.4
2020,Pacific Tigers,31.4
2020,Pennsylvania Quakers,59
2020,Penn State Nittany Lions,70.3
2020,Pepperdine Waves,75.2
2020,Pittsburgh Panthers,60.4
2020,Portland Pilots,52.5
2020,Portland State Vikings,43.2
2020,Prairie View A&M Panthers,45.5
2020,Presbyterian Blue Hose,40.6
2020,Princeton Tigers,75.3
2020,Providence Friars,74.6
2020,Purdue Boilermakers,53.1
2020,Quinnipiac Bobcats,55.7
2020,Radford Highlanders,64.5
2020,Rhode Island Rams,80.4
2020,Rice University Owls,75.1
2020,Richmond Spiders,85.3
2020,Rider Broncs,63.6
2020,Robert Morris Colonials,66.4
2020,Rutgers Scarlet Knights,71.4
2020,California State-Sacramento Hornets,77
2020,Sacred Heart Pioneers,84.8
2020,Saint Josephs-Pennsylvania Hawks,30.2
2020,Saint Louis Billikens,45.2
2020,Saint Marys College-California Gaels,87.4
2020,Saint Peters Peacocks,58.1
2020,Sam Houston State Bearkats,44.7
2020,Samford Bulldogs,71.5
2020,San Diego Toreros,34.6
2020,San Diego State Aztecs,52.7
2020,San Francisco Dons,61.5
2020,San Jose State Spartans,53.5
2020,Santa Clara Broncos,78.3
2020,Seattle University Red Hawks,89.7
2020,Seton Hall Pirates,84.9
2020,Siena College Saints,48.7
2020,Southern Illinois-Edwardsville Cougars,61
2020,Southern Methodist Mustangs,49.5
2020,South Alabama Jaguars,57.7
2020,South Carolina Gamecocks,54.3
2020,South Carolina State Bulldogs,67.5
2020,South Dakota Coyotes,79.7
2020,South Dakota State Jackrabbits,30.3
2020,South Florida Bulls,90.4
2020,Southeast Missouri State Redhawks,54.1
2020,Southeastern Louisiana Lions,44.5
2020,Southern University A&M Jaguars,28.1
2020,Southern Illinois Salukis,32.5
2020,Southern Mississippi Golden Eagles,38.8
2020,Southern Utah Thunderbirds,67.2
2020,Saint Bonaventure Bonnies,52
2020,Saint Francis-New York Terriers,55.4
2020,Saint Francis-Pennsylvania Red Flash,64.3
2020,Saint Johns Red Storm,36.2
2020,Stanford Cardinal,55.5
2020,Stephen F. Austin State Lumberjacks,49
2020,Stetson Hatters,41.1
2020,Stony Brook Seawolves,61.1
2020,Syracuse Orange,44.9
2020,Texas Christian Horned Frogs,38.9
2020,Temple Owls,72.1
2020,Tennessee Volunteers,40.6
2020,Tennessee-Martin Skyhawks,39.1
2020,Tennessee State Tigers,32.6
2020,Tennessee Tech Golden Eagles,50.6
2020,Texas Longhorns,55.3
2020,Texas A&M Aggies,65.9
2020,Texas A&M-Corpus Christi Islanders,61.1
2020,Texas Southern Tigers,30.7
2020,Texas State Bobcats,51.8
2020,Texas Tech Red Raiders,25.4
2020,Citadel Bulldogs,39
2020,Toledo Rockets,58.2
2020,Towson Tigers,82.2
2020,Troy Trojans,34.6
2020,Tulane Green Wave,20
2020,Tulsa Golden Hurricane,51.9
2020,Alabama-Birmingham Blazers,71.1
2020,California-Davis Aggies,49.6
2020,California-Irvine Anteaters,50.8
2020,California-Riverside Highlanders,71.6
2020,California-Santa Barbara Gauchos,70.4
2020,Central Florida Knights,22.1
2020,UCLA Bruins,58.7
2020,Massachusetts-Lowell River Hawks,68.9
2020,Maryland-Baltimore County Retrievers,77.3
2020,Missouri-Kansas City Kangaroos,50.2
2020,North Carolina-Asheville Bulldogs,85.4
2020,North Carolina-Greensboro Spartans,64
2020,North Carolina-Wilmington Seahawks,48.1
2020,UNLV Rebels,43.3
2020,Southern California Trojans,40.8
2020,South Carolina-Upstate Spartans,54.5
2020,Texas-Arlington Mavericks,71.8
2020,Texas Rio Grande Vaqueros,61.2
2020,Utah Utes,33.5
2020,Utah State Aggies,71.3
2020,Utah Valley Wolverines,30.2
2020,Texas-El Paso Miners,63.8
2020,Texas-San Antonio Roadrunners,72.7
2020,Valparaiso Crusaders,46.2
2020,Vanderbilt Commodores,52
2020,Virginia Commonwealth Rams,82.6
2020,Vermont Catamounts,75.7
2020,Villanova Wildcats,53
2020,Virginia Cavaliers,40.1
2020,Virginia Tech Hokies,24.9
2020,Virginia Military Keydets,70.1
2020,Wagner Seahawks,28.2
2020,Wake Forest Demon Deacons,78.2
2020,Washington Huskies,27.4
2020,Washington State Cougars,49.1
2020,Weber State Wildcats,69.1
2020,West Virginia Mountaineers,60.8
2020,Western Carolina Catamounts,82.8
2020,Western Illinois Leathernecks,70.8
2020,Western Kentucky Hilltoppers,66.8
2020,Western Michigan Broncos,66
2020,Wichita State Shockers,55.5
2020,William & Mary Tribe,39.3
2020,Winthrop Eagles,44.8
2020,Wisconsin Badgers,69.7
2020,Wofford Terriers,53.7
2020,Wright State Raiders,58.7
2020,Wyoming Cowboys,71.9
2020,Xavier Musketeers,61.3
2020,Yale Bulldogs,44.8
2020,Youngstown State Penguins,81.9
