Year,Team,Ret Mins
2013,Lamar Cardinals,24.7
2013,Lehigh Mountain Hawks,74.78
2013,Liberty University Flames,43.46
2013,Lipscomb Bison,33.08
2013,Long Island Brooklyn Blackbirds,78.4
2013,California State-Long Beach 49ers,29.34
2013,Longwood Lancers,38.14
2013,Louisiana-Lafayette Ragin Cajuns,28.14
2013,Louisiana-Monroe Warhawks,36.34
2013,Louisiana Tech Bulldogs,73.94
2013,Louisville Cardinals,58.78
2013,Loyola-Chicago Ramblers,55.76
2013,Loyola-Marymount Lions,60.08
2013,Loyola-Maryland Greyhounds,72.42
2013,Louisiana State Tigers,44.42
2013,Maine Black Bears,55.76
2013,Manhattan Jaspers,77.5
2013,Marist Red Foxes,94.48
2013,Marquette Golden Eagles,64.14
2013,Marshall Thundering Herd,55.42
2013,Maryland Terrapins,41.5
2013,Maryland-Eastern Shore Hawks,36.54
2013,Massachusetts Minutemen,74.82
2013,McNeese State Cowboys,61.34
2013,Memphis Tigers,70.42
2013,Mercer Bears,83.26
2013,Miami-Florida Hurricanes,76.02
2013,Miami-Ohio Redhawks,62.84
2013,Michigan Wolverines,56.58
2013,Michigan State Spartans,58.4
2013,Middle Tennessee State Blue Raiders,80.32
2013,Wisconsin-Milwaukee Panthers,52
2013,Minnesota Golden Gophers,84.88
2013,Mississippi Rebels,70.7
2013,Mississippi State Bulldogs,22.9
2013,Mississippi Valley State Delta Devils,1.72
2013,Missouri Tigers,16
2013,Missouri State Bears,39.82
2013,Monmouth-New Jersey Hawks,59.36
2013,Montana Grizzlies,57.98
2013,Montana State Bobcats,41.4
2013,Morehead State Eagles,46.26
2013,Morgan State Bears,47.44
2013,Mount Saint Marys Mountaineers,75.54
2013,Murray State Racers,48.96
2013,Navy Midshipmen,53.9
2013,Nebraska Cornhuskers,26.7
2013,Nebraska-Omaha Mavericks,55
2013,Nevada Wolf Pack,67.28
2013,New Hampshire Wildcats,65.78
2013,New Mexico Lobos,66.32
2013,New Mexico State Aggies,50.7
2013,Niagara Purple Eagles,90.36
2013,Nicholls State Colonels,63.54
2013,New Jersey Tech Highlanders,40.12
2013,Norfolk State Spartans,41.1
2013,North Carolina Central Eagles,34.98
2013,North Carolina A&T Aggies,68.2
2013,North Carolina Tar Heels,55.34
2013,North Carolina State Wolfpack,62.48
2013,North Dakota Fighting Hawks,84.38
2013,North Dakota State Bison,75.4
2013,North Florida Ospreys,73.94
2013,North Texas Mean Green Eagles,79.16
2013,Northeastern Huskies,65.72
2013,Northern Arizona Lumberjacks,64.2
2013,Northern Colorado Bears,76.12
2013,Northern Illinois Huskies,60.86
2013,Northern Iowa Panthers,83.88
2013,Northwestern Wildcats,58.06
2013,Northwestern State Demons,58.24
2013,Notre Dame Fighting Irish,81.76
2013,Oakland Golden Grizzlies,64.66
2013,Ohio Bobcats,97.02
2013,Ohio State Buckeyes,63.12
2013,Oklahoma Sooners,83.24
2013,Oklahoma State Cowboys,68.96
2013,Old Dominion Monarchs,40.16
2013,Oral Roberts Golden Eagles,52.06
2013,Oregon Ducks,41.88
2013,Oregon State Beavers,78.12
2013,Pacific Tigers,93.86
2013,Pennsylvania Quakers,42.5
2013,Penn State Nittany Lions,63.22
2013,Pepperdine Waves,39.8
2013,Pittsburgh Panthers,57.56
2013,Portland Pilots,66.82
2013,Portland State Vikings,56.24
2013,Prairie View A&M Panthers,82.24
2013,Presbyterian Blue Hose,44.5
2013,Princeton Tigers,63.46
2013,Providence Friars,72.84
2013,Purdue Boilermakers,45.6
2013,Quinnipiac Bobcats,75.5
2013,Radford Highlanders,46.22
2013,Rhode Island Rams,38.54
2013,Rice University Owls,23.38
2013,Richmond Spiders,67.98
2013,Rider Broncs,50.8
2013,Robert Morris Colonials,77.42
2013,Rutgers Scarlet Knights,83.42
2013,California State-Sacramento Hornets,69.62
2013,Sacred Heart Pioneers,79.14
2013,Saint Josephs-Pennsylvania Hawks,99.88
2013,Saint Louis Billikens,76.02
2013,Saint Marys College-California Gaels,67.66
2013,Saint Peters Peacocks,69.9
2013,Sam Houston State Bearkats,54.08
2013,Samford Bulldogs,52.84
2013,San Diego Toreros,86.08
2013,San Diego State Aztecs,76.36
2013,San Francisco Dons,27.7
2013,San Jose State Spartans,45.3
2013,Santa Clara Broncos,95.74
2013,Savannah State Tigers,68.08
2013,Seattle University Red Hawks,58.64
2013,Seton Hall Pirates,65.92
2013,Siena College Saints,51.76
2013,Southern Illinois-Edwardsville Cougars,76.22
2013,Southern Methodist Mustangs,44.98
2013,South Alabama Jaguars,79.24
2013,South Carolina Gamecocks,55.56
2013,South Carolina State Bulldogs,33.9
2013,South Dakota Coyotes,40.24
2013,South Dakota State Jackrabbits,82.7
2013,South Florida Bulls,52.68
2013,Southeast Missouri State Redhawks,69.58
2013,Southeastern Louisiana Lions,57.66
2013,Southern University A&M Jaguars,52.36
2013,Southern Illinois Salukis,60.18
2013,Southern Mississippi Golden Eagles,36.88
2013,Southern Utah Thunderbirds,55.24
2013,Saint Bonaventure Bonnies,70.78
2013,Saint Francis-New York Terriers,76.64
2013,Saint Francis-Pennsylvania Red Flash,71.74
2013,Saint Johns Red Storm,57.7
2013,Stanford Cardinal,68.24
2013,Stephen F. Austin State Lumberjacks,63.76
2013,Stetson Hatters,85.68
2013,Stony Brook Seawolves,54.7
2013,Syracuse Orange,47.84
2013,Texas Christian Horned Frogs,59.58
2013,Temple Owls,51.34
2013,Tennessee Volunteers,62.42
2013,Tennessee-Martin Skyhawks,55.14
2013,Tennessee State Tigers,73.02
2013,Tennessee Tech Golden Eagles,36.04
2013,Texas Longhorns,58.44
2013,Texas A&M Aggies,50.48
2013,Texas A&M-Corpus Christi Islanders,40.32
2013,Texas Southern Tigers,64.1
2013,Texas State Bobcats,51.16
2013,Texas Tech Red Raiders,52.76
2013,Citadel Bulldogs,49.26
2013,Toledo Rockets,85.78
2013,Towson Tigers,37.28
2013,Troy Trojans,45.76
2013,Tulane Green Wave,84.58
2013,Tulsa Golden Hurricane,30.04
2013,Alabama-Birmingham Blazers,61.28
2013,California-Davis Aggies,54.84
2013,California-Irvine Anteaters,91.94
2013,California-Riverside Highlanders,19.26
2013,California-Santa Barbara Gauchos,43.42
2013,Central Florida Knights,48.92
2013,UCLA Bruins,59.06
2013,Maryland-Baltimore County Retrievers,77.32
2013,Missouri-Kansas City Kangaroos,65.16
2013,North Carolina-Asheville Bulldogs,29.4
2013,North Carolina-Greensboro Spartans,65.78
2013,North Carolina-Wilmington Seahawks,57.5
2013,UNLV Rebels,53.7
2013,Southern California Trojans,52.2
2013,South Carolina-Upstate Spartans,90.62
2013,Texas-Arlington Mavericks,56.32
2013,Texas Rio Grande Vaqueros,54.4
2013,Utah Utes,31.02
2013,Utah State Aggies,52.58
2013,Utah Valley Wolverines,48.92
2013,Texas-El Paso Miners,67.96
2013,Texas-San Antonio Roadrunners,47.42
2013,Valparaiso Crusaders,74.9
2013,Vanderbilt Commodores,23.66
2013,Virginia Commonwealth Rams,83.24
2013,Vermont Catamounts,57.82
2013,Villanova Wildcats,54.18
2013,Virginia Cavaliers,49.94
2013,Virginia Tech Hokies,61.14
2013,Virginia Military Keydets,41.14
2013,Wagner Seahawks,74.34
2013,Wake Forest Demon Deacons,47.38
2013,Washington Huskies,55.08
2013,Washington State Cougars,46.74
2013,Weber State Wildcats,60.64
2013,West Virginia Mountaineers,59.78
2013,Western Carolina Catamounts,58.98
2013,Western Illinois Leathernecks,59.72
2013,Western Kentucky Hilltoppers,56.72
2013,Western Michigan Broncos,42.2
2013,Wichita State Shockers,34.62
2013,William & Mary Tribe,70.64
2013,Winthrop Eagles,39.16
2013,Wisconsin Badgers,58.16
2013,Wofford Terriers,42.98
2013,Wright State Raiders,44.6
2013,Wyoming Cowboys,43.06
2013,Xavier Musketeers,29.92
2013,Yale Bulldogs,62.14
2013,Youngstown State Penguins,64.74
2014,Air Force Falcons,29.98
2014,Akron Zips,54.22
2014,Alabama Crimson Tide,62.34
2014,Alabama A&M Bulldogs,95
2014,Alabama State Hornets,30.54
2014,Albany Great Danes,51.14
2014,Alcorn State Braves,50.04
2014,American Eagles,46.32
2014,Appalachian State Mountaineers,69.84
2014,Arizona Wildcats,44.26
2014,Arizona State Sun Devils,52.66
2014,Arkansas Razorbacks,65.2
2014,Arkansas-Little Rock Trojans,71.62
2014,Arkansas-Pine Bluff Golden Lions,53.9
2014,Arkansas State Red Wolves,58
2014,Army Black Knights,60.46
2014,Auburn Tigers,29.68
2014,Austin Peay State Governors,62.02
2014,Ball State Cardinals,51.72
2014,Baylor Bears,60.42
2014,Belmont Bruins,44.7
2014,Bethune Cookman Wildcats,22.3
2014,Binghamton Bearcats,45.7
2014,Boise State Broncos,91.02
2014,Boston College Eagles,95.88
2014,Boston University Terriers,94.26
2014,Bowling Green State Falcons,35.86
2014,Bradley Braves,44.76
2014,Brown Bears,46.96
2014,Bryant University Bulldogs,72.64
2014,Bucknell Bison,52.88
2014,Buffalo Bulls,69.4
2014,Butler Bulldogs,50
2014,Brigham Young Cougars,52.28
2014,Cal Poly-Slo Mustangs,65.22
2014,California State-Bakersfield Roadrunners,58.08
2014,California State-Fullerton Titans,46.24
2014,California State-Northridge Matadors,70.84
2014,California Golden Bears,64.76
2014,Campbell Fighting Camels,61.32
2014,Canisius Golden Griffins,51.5
2014,Central Arkansas Bears,52.28
2014,Central Connecticut State Blue Devils,75.74
2014,Central Michigan Chippewas,66.82
2014,Charleston Southern Buccaneers,71.58
2014,North Carolina-Charlotte 49ers,53.18
2014,Tennessee-Chattanooga Moccasins,67.28
2014,Chicago State Cougars,79.44
2014,Cincinnati Bearcats,58.46
2014,Clemson Tigers,64.46
2014,Cleveland State Vikings,71.6
2014,Coastal Carolina Chanticleers,61.7
2014,Colgate Red Raiders,68.2
2014,College of Charleston Cougars,71.82
2014,Colorado Buffaloes,63.96
2014,Colorado State Rams,25.26
2014,Columbia Lions,61.72
2014,Connecticut Huskies,88.14
2014,Coppin State Eagles,74.02
2014,Cornell Big Red,29.28
2014,Creighton Blue Jays,81.1
2014,Dartmouth College Big Green,88.48
2014,Davidson College Wildcats,52.86
2014,Dayton Flyers,65.38
2014,Delaware Blue Hens,62.42
2014,Delaware State Hornets,52.16
2014,Denver Pioneers,62.48
2014,DePaul Blue Demons,58.76
2014,Detroit-Mercy Titans,30.86
2014,Drake Bulldogs,32.52
2014,Drexel Dragons,66.14
2014,Duke Blue Devils,57.74
2014,Duquesne Dukes,40.5
2014,East Carolina Pirates,31.62
2014,East Tennessee State Buccaneers,62.88
2014,Eastern Illinois Panthers,42.88
2014,Eastern Kentucky Colonels,82.16
2014,Eastern Michigan Eagles,67.36
2014,Eastern Washington Eagles,59.46
2014,Elon Phoenix,93.72
2014,Evansville Aces,38.1
2014,Fairfield Stags,43.08
2014,Fairleigh Dickinson-Metropolitan Knights,40.94
2014,Florida International Panthers,42.36
2014,Florida Gators,55.56
2014,Florida A&M Rattlers,84.86
2014,Florida Atlantic Owls,44.92
2014,Florida Gulf Coast Eagles,65.86
2014,Florida State Seminoles,62.26
2014,Fordham Rams,81.64
2014,Fresno State Bulldogs,46.24
2014,Furman  Paladins,54.94
2014,Gardner Webb Runnin Bulldogs,61.7
2014,George Mason Patriots,89.52
2014,George Washington Colonials,72.26
2014,Georgetown Hoyas,76.02
2014,Georgia Bulldogs,57.56
2014,Georgia Southern Eagles,40.78
2014,Georgia State Panthers,81.6
2014,Georgia Tech Yellow Jackets,72.1
2014,Gonzaga Bulldogs,60.68
2014,Grambling State Tigers,28.72
2014,Wisconsin-Green Bay Phoenix,64
2014,Hampton University Pirates,77.54
2014,Hartford Hawks,87.36
2014,Harvard Crimson,83.22
2014,Hawaii Rainbow Warriors,50.38
2014,High Point Panthers,77.2
2014,Hofstra Pride,36.88
2014,Holy Cross Crusaders,59.54
2014,Houston Cougars,67.78
2014,Houston Baptist Huskies,57.02
2014,Howard Bison,15.8
2014,Idaho Vandals,35.56
2014,Idaho State Bengals,54.62
2014,Illinois Fighting Illini,38.54
2014,Illinois-Chicago Flames,49.2
2014,Illinois State Redbirds,14.38
2014,Indiana Hoosiers,32.38
2014,Indiana State Sycamores,87.82
2014,Iona Gaels,61.62
2014,Iowa Hawkeyes,87.4
2014,Iowa State Cyclones,33.28
2014,IUPU-Fort Wayne Mastadons,71.46
2014,Indiana-Purdue Jaguars,37.16
2014,Jackson State Tigers,18.52
2014,Jacksonville Dolphins,57.22
2014,Jacksonville State Gamecocks,44.58
2014,James Madison Dukes,43.34
2014,Kansas Jayhawks,24.78
2014,Kansas State Wildcats,49.04
2014,Kennesaw State Owls,62.42
2014,Kent State Golden Flashes,57.44
2014,Kentucky Wildcats,32.28
2014,La Salle Explorers,82.52
2014,Lafayette College Leopards,71.54
2014,Lamar Cardinals,52.16
2014,Lehigh Mountain Hawks,43.8
2014,Liberty University Flames,79.98
2014,Lipscomb Bison,63.78
2014,Long Island Brooklyn Blackbirds,40.06
2014,California State-Long Beach 49ers,37.94
2014,Longwood Lancers,57.78
2014,Louisiana-Lafayette Ragin Cajuns,82.16
2014,Louisiana-Monroe Warhawks,64.76
2014,Louisiana Tech Bulldogs,84.6
2014,Louisville Cardinals,69.98
2014,Loyola-Chicago Ramblers,60.42
2014,Loyola-Marymount Lions,61.14
2014,Loyola-Maryland Greyhounds,47.36
2014,Louisiana State Tigers,71
2014,Maine Black Bears,37.92
2014,Manhattan Jaspers,79.9
2014,Marist Red Foxes,81.38
2014,Marquette Golden Eagles,56.32
2014,Marshall Thundering Herd,25.74
2014,Maryland Terrapins,61.88
2014,Maryland-Eastern Shore Hawks,53.84
2014,Massachusetts Minutemen,66.78
2014,McNeese State Cowboys,69.88
2014,Memphis Tigers,55.14
2014,Mercer Bears,78.86
2014,Miami-Florida Hurricanes,17.98
2014,Miami-Ohio Redhawks,60.7
2014,Michigan Wolverines,62.58
2014,Michigan State Spartans,83.16
2014,Middle Tennessee State Blue Raiders,44.36
2014,Wisconsin-Milwaukee Panthers,52.3
2014,Minnesota Golden Gophers,49.7
2014,Mississippi Rebels,55.04
2014,Mississippi State Bulldogs,88.4
2014,Mississippi Valley State Delta Devils,54.28
2014,Missouri Tigers,39.62
2014,Missouri State Bears,74.72
2014,Monmouth-New Jersey Hawks,36.32
2014,Montana Grizzlies,60.82
2014,Montana State Bobcats,70.64
2014,Morehead State Eagles,41.32
2014,Morgan State Bears,84.12
2014,Mount Saint Marys Mountaineers,61.1
2014,Murray State Racers,30.8
2014,Navy Midshipmen,84.72
2014,Nebraska Cornhuskers,58.42
2014,Nebraska-Omaha Mavericks,80.2
2014,Nevada Wolf Pack,48.08
2014,New Hampshire Wildcats,48.86
2014,New Mexico Lobos,62.98
2014,New Mexico State Aggies,60.98
2014,New Orleans Privateers,43.12
2014,Niagara Purple Eagles,42.28
2014,Nicholls State Colonels,74.38
2014,New Jersey Tech Highlanders,39.08
2014,Norfolk State Spartans,72.3
2014,North Carolina Central Eagles,59.14
2014,North Carolina A&T Aggies,38.68
2014,North Carolina Tar Heels,58.9
2014,North Carolina State Wolfpack,21.74
2014,North Dakota Fighting Hawks,72.28
2014,North Dakota State Bison,89.22
2014,North Florida Ospreys,39.22
2014,North Texas Mean Green Eagles,40.86
2014,Northeastern Huskies,68.58
2014,Northern Arizona Lumberjacks,31.3
2014,Northern Colorado Bears,73.8
2014,Northern Illinois Huskies,64.36
2014,Northern Iowa Panthers,52.36
2014,Northern Kentucky Norse,26.44
2014,Northwestern Wildcats,54.2
2014,Northwestern State Demons,60.12
2014,Notre Dame Fighting Irish,70.12
2014,Oakland Golden Grizzlies,62.02
2014,Ohio Bobcats,43.36
2014,Ohio State Buckeyes,73.74
2014,Oklahoma Sooners,41.2
2014,Oklahoma State Cowboys,86.24
2014,Old Dominion Monarchs,53.78
2014,Oral Roberts Golden Eagles,46.62
2014,Oregon Ducks,43.82
2014,Oregon State Beavers,71.04
2014,Pacific Tigers,47.94
2014,Pennsylvania Quakers,99.6
2014,Penn State Nittany Lions,49.38
2014,Pepperdine Waves,48.5
2014,Pittsburgh Panthers,50.66
2014,Portland Pilots,77.52
2014,Portland State Vikings,45.44
2014,Prairie View A&M Panthers,38.18
2014,Presbyterian Blue Hose,36.02
2014,Princeton Tigers,66.58
2014,Providence Friars,85.86
2014,Purdue Boilermakers,57.82
2014,Quinnipiac Bobcats,69.62
2014,Radford Highlanders,90.88
2014,Rhode Island Rams,50.34
2014,Rice University Owls,65
2014,Richmond Spiders,71.5
2014,Rider Broncs,65.08
2014,Robert Morris Colonials,59.56
2014,Rutgers Scarlet Knights,53.64
2014,California State-Sacramento Hornets,49
2014,Sacred Heart Pioneers,60.34
2014,Saint Josephs-Pennsylvania Hawks,68.46
2014,Saint Louis Billikens,67.6
2014,Saint Marys College-California Gaels,60.18
2014,Saint Peters Peacocks,38.68
2014,Sam Houston State Bearkats,64.72
2014,Samford Bulldogs,77.18
2014,San Diego Toreros,52.68
2014,San Diego State Aztecs,46.42
2014,San Francisco Dons,83.4
2014,San Jose State Spartans,34.8
2014,Santa Clara Broncos,50.64
2014,Savannah State Tigers,37.44
2014,Seattle University Red Hawks,53.48
2014,Seton Hall Pirates,69.62
2014,Siena College Saints,54.64
2014,Southern Illinois-Edwardsville Cougars,53.98
2014,Southern Methodist Mustangs,68.38
2014,South Alabama Jaguars,54.7
2014,South Carolina Gamecocks,45.52
2014,South Carolina State Bulldogs,76.76
2014,South Dakota Coyotes,65.06
2014,South Dakota State Jackrabbits,61.04
2014,South Florida Bulls,63.16
2014,Southeast Missouri State Redhawks,44.42
2014,Southeastern Louisiana Lions,48.38
2014,Southern University A&M Jaguars,51.84
2014,Southern Illinois Salukis,43.22
2014,Southern Mississippi Golden Eagles,52.1
2014,Southern Utah Thunderbirds,42.9
2014,Saint Bonaventure Bonnies,51
2014,Saint Francis-New York Terriers,69.56
2014,Saint Francis-Pennsylvania Red Flash,73.92
2014,Saint Johns Red Storm,89.52
2014,Stanford Cardinal,80.5
2014,Stephen F. Austin State Lumberjacks,46.16
2014,Stetson Hatters,41.04
2014,Stony Brook Seawolves,66.28
2014,Syracuse Orange,52.68
2014,Texas Christian Horned Frogs,34.56
2014,Temple Owls,31.38
2014,Tennessee Volunteers,61.28
2014,Tennessee-Martin Skyhawks,82.6
2014,Tennessee State Tigers,42.52
2014,Tennessee Tech Golden Eagles,60.96
2014,Texas Longhorns,52.68
2014,Texas A&M Aggies,57.42
2014,Texas A&M-Corpus Christi Islanders,77.1
2014,Texas Southern Tigers,53.2
2014,Texas State Bobcats,63
2014,Texas Tech Red Raiders,67.7
2014,Citadel Bulldogs,68.54
2014,Toledo Rockets,58.34
2014,Towson Tigers,79.62
2014,Troy Trojans,57.42
2014,Tulane Green Wave,20.76
2014,Tulsa Golden Hurricane,67.7
2014,Alabama-Birmingham Blazers,69.26
2014,California-Davis Aggies,48.18
2014,California-Irvine Anteaters,49
2014,California-Riverside Highlanders,61.56
2014,California-Santa Barbara Gauchos,71.52
2014,Central Florida Knights,79.06
2014,UCLA Bruins,67.14
2014,Maryland-Baltimore County Retrievers,56.66
2014,Missouri-Kansas City Kangaroos,46.18
2014,North Carolina-Asheville Bulldogs,35.5
2014,North Carolina-Greensboro Spartans,39.5
2014,North Carolina-Wilmington Seahawks,77.7
2014,UNLV Rebels,25.88
2014,Southern California Trojans,43
2014,South Carolina-Upstate Spartans,83.5
2014,Texas-Arlington Mavericks,32.9
2014,Texas Rio Grande Vaqueros,42.4
2014,Utah Utes,39.86
2014,Utah State Aggies,78.4
2014,Utah Valley Wolverines,46.06
2014,Texas-El Paso Miners,61.84
2014,Texas-San Antonio Roadrunners,38.52
2014,Valparaiso Crusaders,23.54
2014,Vanderbilt Commodores,60.3
2014,Virginia Commonwealth Rams,62.98
2014,Vermont Catamounts,81.78
2014,Villanova Wildcats,76.22
2014,Virginia Cavaliers,71.28
2014,Virginia Tech Hokies,59.42
2014,Virginia Military Keydets,58.94
2014,Wagner Seahawks,69.9
2014,Wake Forest Demon Deacons,76.38
2014,Washington Huskies,55.4
2014,Washington State Cougars,67.72
2014,Weber State Wildcats,61.28
2014,West Virginia Mountaineers,52.1
2014,Western Carolina Catamounts,91.42
2014,Western Illinois Leathernecks,39.9
2014,Western Kentucky Hilltoppers,73.38
2014,Western Michigan Broncos,55.36
2014,Wichita State Shockers,49.38
2014,William & Mary Tribe,84.56
2014,Winthrop Eagles,58.22
2014,Wisconsin Badgers,55.66
2014,Wofford Terriers,89.1
2014,Wright State Raiders,91.6
2014,Wyoming Cowboys,62.18
2014,Xavier Musketeers,61.1
2014,Yale Bulldogs,62.98
2014,Youngstown State Penguins,68.48
2015,Abilene Christian Wildcats,69.2
2015,Air Force Falcons,71.62
2015,Akron Zips,50.48
2015,Alabama Crimson Tide,62.32
2015,Alabama A&M Bulldogs,21.22
2015,Alabama State Hornets,98.72
2015,Albany Great Danes,40.52
2015,Alcorn State Braves,45.62
2015,American Eagles,79.28
2015,Appalachian State Mountaineers,66.6
2015,Arizona Wildcats,64.86
2015,Arizona State Sun Devils,41.46
2015,Arkansas Razorbacks,63.92
2015,Arkansas-Little Rock Trojans,66.62
2015,Arkansas-Pine Bluff Golden Lions,63.66
2015,Arkansas State Red Wolves,18.06
2015,Army Black Knights,83.92
2015,Auburn Tigers,43.68
2015,Austin Peay State Governors,56
2015,Ball State Cardinals,32.82
2015,Baylor Bears,46.88
2015,Belmont Bruins,58.3
2015,Bethune Cookman Wildcats,73.72
2015,Binghamton Bearcats,74.5
2015,Boise State Broncos,61.18
2015,Boston College Eagles,67.08
2015,Boston University Terriers,36.86
2015,Bowling Green State Falcons,81.22
2015,Bradley Braves,49.1
2015,Brown Bears,76.1
2015,Bryant University Bulldogs,59.84
2015,Bucknell Bison,55.02
2015,Buffalo Bulls,48.74
2015,Butler Bulldogs,62.3
2015,Brigham Young Cougars,74.42
2015,Cal Poly-Slo Mustangs,54.62
2015,California State-Bakersfield Roadrunners,37.96
2015,California State-Fullerton Titans,53.64
2015,California State-Northridge Matadors,67.66
2015,California Golden Bears,57.34
2015,Campbell Fighting Camels,63.98
2015,Canisius Golden Griffins,31.9
2015,Central Arkansas Bears,7.78
2015,Central Connecticut State Blue Devils,63.6
2015,Central Michigan Chippewas,92.32
2015,Charleston Southern Buccaneers,53.32
2015,North Carolina-Charlotte 49ers,58.88
2015,Tennessee-Chattanooga Moccasins,67.56
2015,Chicago State Cougars,32.5
2015,Cincinnati Bearcats,46.36
2015,Clemson Tigers,70.76
2015,Cleveland State Vikings,52.72
2015,Coastal Carolina Chanticleers,83.52
2015,Colgate Red Raiders,71.92
2015,College of Charleston Cougars,55.58
2015,Colorado Buffaloes,88.56
2015,Colorado State Rams,60.22
2015,Columbia Lions,61.36
2015,Connecticut Huskies,41.32
2015,Coppin State Eagles,69.02
2015,Cornell Big Red,56.8
2015,Creighton Blue Jays,43.96
2015,Dartmouth College Big Green,79.96
2015,Davidson College Wildcats,58.96
2015,Dayton Flyers,54.4
2015,Delaware Blue Hens,39.28
2015,Delaware State Hornets,63.66
2015,Denver Pioneers,76.18
2015,DePaul Blue Demons,50.3
2015,Detroit-Mercy Titans,61.46
2015,Drake Bulldogs,55.98
2015,Drexel Dragons,33.34
2015,Duke Blue Devils,46.76
2015,Duquesne Dukes,66.52
2015,East Carolina Pirates,70.94
2015,East Tennessee State Buccaneers,66.2
2015,Eastern Illinois Panthers,62.8
2015,Eastern Kentucky Colonels,39.62
2015,Eastern Michigan Eagles,43.7
2015,Eastern Washington Eagles,84.24
2015,Elon Phoenix,40.48
2015,Evansville Aces,96.6
2015,Fairfield Stags,70.32
2015,Fairleigh Dickinson-Metropolitan Knights,48.02
2015,Florida International Panthers,37.94
2015,Florida Gators,41.36
2015,Florida Atlantic Owls,71.32
2015,Florida Gulf Coast Eagles,55.8
2015,Florida State Seminoles,65.08
2015,Fordham Rams,56.32
2015,Fresno State Bulldogs,68.7
2015,Furman  Paladins,70.5
2015,Gardner Webb Runnin Bulldogs,48.3
2015,George Mason Patriots,56.64
2015,George Washington Colonials,56.7
2015,Georgetown Hoyas,60.46
2015,Georgia Bulldogs,72.66
2015,Georgia Southern Eagles,49.66
2015,Georgia State Panthers,57.4
2015,Georgia Tech Yellow Jackets,42.12
2015,Gonzaga Bulldogs,56.96
2015,Grambling State Tigers,42.16
2015,Grand Canyon Antelope,40.12
2015,Wisconsin-Green Bay Phoenix,75.34
2015,Hampton University Pirates,74.08
2015,Hartford Hawks,80.28
2015,Harvard Crimson,62
2015,Hawaii Rainbow Warriors,33.26
2015,High Point Panthers,79.88
2015,Hofstra Pride,43.02
2015,Holy Cross Crusaders,84.56
2015,Houston Cougars,43.46
2015,Houston Baptist Huskies,59.66
2015,Howard Bison,83.42
2015,Idaho Vandals,62.14
2015,Idaho State Bengals,44.06
2015,Illinois Fighting Illini,59.48
2015,Illinois-Chicago Flames,48.8
2015,Illinois State Redbirds,65.02
2015,Incarnate Word Cardinals,54.9
2015,Indiana Hoosiers,40.58
2015,Indiana State Sycamores,42.06
2015,Iona Gaels,48.38
2015,Iowa Hawkeyes,67.44
2015,Iowa State Cyclones,66.36
2015,IUPU-Fort Wayne Mastadons,55.56
2015,Indiana-Purdue Jaguars,46.9
2015,Jackson State Tigers,59.66
2015,Jacksonville Dolphins,20
2015,Jacksonville State Gamecocks,54.16
2015,James Madison Dukes,57.2
2015,Kansas Jayhawks,48.56
2015,Kansas State Wildcats,58.56
2015,Kennesaw State Owls,79.52
2015,Kent State Golden Flashes,68.52
2015,Kentucky Wildcats,64.62
2015,La Salle Explorers,49.78
2015,Lafayette College Leopards,99.4
2015,Lamar Cardinals,40.92
2015,Lehigh Mountain Hawks,75.34
2015,Liberty University Flames,37.94
2015,Lipscomb Bison,74.42
2015,Long Island Brooklyn Blackbirds,44.58
2015,California State-Long Beach 49ers,58.88
2015,Longwood Lancers,36.06
2015,Louisiana-Lafayette Ragin Cajuns,50.46
2015,Louisiana-Monroe Warhawks,57.4
2015,Louisiana Tech Bulldogs,47.04
2015,Louisville Cardinals,56.18
2015,Loyola-Chicago Ramblers,74.92
2015,Loyola-Marymount Lions,31.98
2015,Loyola-Maryland Greyhounds,59.68
2015,Louisiana State Tigers,37.98
2015,Maine Black Bears,69.82
2015,Manhattan Jaspers,61.32
2015,Marist Red Foxes,63.68
2015,Marquette Golden Eagles,38.98
2015,Marshall Thundering Herd,51.3
2015,Maryland Terrapins,53.28
2015,Maryland-Eastern Shore Hawks,37.44
2015,Massachusetts Minutemen,55.88
2015,McNeese State Cowboys,54.44
2015,Memphis Tigers,33.54
2015,Mercer Bears,27.12
2015,Miami-Florida Hurricanes,34.44
2015,Miami-Ohio Redhawks,59.9
2015,Michigan Wolverines,46.94
2015,Michigan State Spartans,49.28
2015,Middle Tennessee State Blue Raiders,36.36
2015,Wisconsin-Milwaukee Panthers,42.26
2015,Minnesota Golden Gophers,63.54
2015,Mississippi Rebels,68.78
2015,Mississippi State Bulldogs,73.8
2015,Mississippi Valley State Delta Devils,35.42
2015,Missouri Tigers,36.98
2015,Missouri State Bears,62.82
2015,Monmouth-New Jersey Hawks,78.3
2015,Montana Grizzlies,54.44
2015,Montana State Bobcats,52.68
2015,Morehead State Eagles,52.38
2015,Morgan State Bears,45.2
2015,Mount Saint Marys Mountaineers,51.48
2015,Murray State Racers,80.22
2015,Navy Midshipmen,87.36
2015,Nebraska Cornhuskers,79.1
2015,Nebraska-Omaha Mavericks,48.22
2015,Nevada Wolf Pack,44.84
2015,New Hampshire Wildcats,59.16
2015,New Mexico Lobos,38.38
2015,New Mexico State Aggies,54.04
2015,New Orleans Privateers,42.24
2015,Niagara Purple Eagles,40.02
2015,Nicholls State Colonels,57.2
2015,New Jersey Tech Highlanders,73.28
