Year,Team,Player,Stats,Played,ID
2019,Houston Baptist Huskies,Oliver Lynch-Daniels,17,30,oliver-lynch-daniels-1
2019,Houston Baptist Huskies,Jalon Gates,0,28,jalon-gates-1
2019,Houston Baptist Huskies,Braxton Bonds,24,30,braxton-bonds-1
2019,Houston Baptist Huskies,Ty Dalton,13,24,ty-dalton-1
2019,Houston Baptist Huskies,Stephen O'Suji,19,27,stephen-osuji-1
2019,Houston Baptist Huskies,Philip McKenzie,17,30,philip-mckenzie-1
2019,Houston Baptist Huskies,Benjamin Uloko,3,30,benjamin-uloko-1
2019,Houston Baptist Huskies,Jackson Stent,0,29,jackson-stent-1
2019,Houston Baptist Huskies,Qon Murphy,0,21,qon-murphy-1
2019,Houston Baptist Huskies,Nick Jones,0,6,nick-jones-5
2019,Houston Baptist Huskies,Andre Charles Jr.,0,4,andre-charlesjr-1
2019,Houston Baptist Huskies,Ryan Gomes,16,64,ryan-gomes-2
2019,Houston Baptist Huskies,Josh Ibarra,67,89,josh-ibarra-1
2019,Houston Cougars,Corey Davis Jr.,36,37,corey-davisjr-1
2019,Houston Cougars,Armoni Brooks,36,37,armoni-brooks-1
2019,Houston Cougars,Galen Robinson Jr.,37,37,galen-robinsonjr-1
2019,Houston Cougars,Nate Hinton,1,37,nate-hinton-1
2019,Houston Cougars,Dejon Jarreau,0,30,dejon-jarreau-1
2019,Houston Cougars,Breaon Brady,36,37,breaon-brady-1
2019,Houston Cougars,Fabian White Jr.,21,32,fabian-whitejr-1
2019,Houston Cougars,Cedrick Alley Jr,16,37,cedrick-alleyjr-1
2019,Houston Cougars,Brison Gresham,1,37,brison-gresham-1
2019,Houston Cougars,Chris Harris,0,26,chris-harris-3
2019,Houston Cougars,Landon Goesling,1,17,landon-goesling-1
2019,Houston Cougars,Caleb Broodo,0,8,caleb-broodo-1
2019,Houston Cougars,Justin Gorham,12,64,justin-gorham-1
2019,Howard Bison,RJ Cole,33,34,rj-cole-1
2019,Howard Bison,Charles Williams,33,33,charles-williams-5
2019,Howard Bison,Chad Lott,30,30,chad-lott-1
2019,Howard Bison,Raymond Bethea Jr.,2,33,raymond-betheajr-1
2019,Howard Bison,Zion Cousins,22,34,zion-cousins-1
2019,Howard Bison,Akuwovo Ogheneyole,32,34,akuwovo-ogheneyole-1
2019,Howard Bison,Andre Toure,11,28,andre-toure-1
2019,Howard Bison,Kyle Foster,1,30,kyle-foster-1
2019,Howard Bison,Princewill Anosike,2,28,princewill-anosike-1
2019,Howard Bison,Jalen Jones,3,32,jalen-jones-3
2019,Howard Bison,Langston Gaither,0,8,langston-gaither-1
2019,Howard Bison,Nate Garvey,0,9,nate-garvey-1
2019,Howard Bison,Cameron Lewis,0,10,cameron-lewis-2
2019,Howard Bison,Justin Cotten,1,11,justin-cotten-1
2019,Howard Bison,Marcus Hall,0,1,marcus-hall-4
2019,Idaho State Bengals,Brandon Boyd,26,30,brandon-boyd-1
2019,Idaho State Bengals,Balint Mocsan,28,30,balint-mocsan-1
2019,Idaho State Bengals,Kelvin Jones,28,29,kelvin-jones-1
2019,Idaho State Bengals,Gary Chivichyan,3,29,gary-chivichyan-1
2019,Idaho State Bengals,Chier Maker,30,30,chier-maker-1
2019,Idaho State Bengals,Jared Stutzman,29,30,jared-stutzman-1
2019,Idaho State Bengals,Alonzo Walker,1,30,alonzo-walker-1
2019,Idaho State Bengals,Chidi Udengwu,0,17,chidi-udengwu-1
2019,Idaho State Bengals,Austin Smellie,3,29,austin-smellie-1
2019,Idaho State Bengals,Sam Dowd,1,27,sam-dowd-1
2019,Idaho State Bengals,Blake Truman,1,18,blake-truman-1
2019,Idaho State Bengals,Lyle Sutton,0,17,lyle-sutton-1
2019,Idaho State Bengals,Houston Wahlen,0,2,houston-wahlen-1
2019,Idaho State Bengals,Andrew Vaughan,0,2,andrew-vaughan-1
2019,Idaho Vandals,Trevon Allen,30,32,trevon-allen-1
2019,Idaho Vandals,Cameron Tyson,31,32,cameron-tyson-1
2019,Idaho Vandals,Jared Rodriguez,31,32,jared-rodriguez-1
2019,Idaho Vandals,Scott Blakney,27,31,scott-blakney-1
2019,Idaho Vandals,Geno West,9,27,geno-west-1
2019,Idaho Vandals,Rayquawndis Mitchell,10,31,rayquawndis-mitchell-1
2019,Idaho Vandals,Xavier Smith,0,30,xavier-smith-2
2019,Idaho Vandals,Cassius Smits-Francisco,4,26,cassius-smits-francisco-1
2019,Idaho Vandals,Khadim Samb,0,21,khadim-samb-1
2019,Idaho Vandals,Marquell Fraser,5,8,marquell-fraser-1
2019,Idaho Vandals,Chance Garvin,4,18,chance-garvin-1
2019,Idaho Vandals,Losini Kamara,9,25,losini-kamara-1
2019,Idaho Vandals,Nate Sherwood,79,104,nate-sherwood-1
2019,Illinois Fighting Illini,Ayo Dosunmu,32,32,ayo-dosunmu-1
2019,Illinois Fighting Illini,Trent Frazier,30,32,trent-fraizer-1
2019,Illinois Fighting Illini,Giorgi Bezhanishvili,33,33,giorgi-bezhanishvili-1
2019,Illinois Fighting Illini,Andres Feliz,5,33,andres-feliz-1
2019,Illinois Fighting Illini,Aaron Jordan,31,33,aaron-jordan-1
2019,Illinois Fighting Illini,Kipper Nichols,14,33,kipper-nichols-1
2019,Illinois Fighting Illini,Da'Monte Williams,18,33,demonte-williams-1
2019,Illinois Fighting Illini,Alan Griffin,1,30,alan-griffin-1
2019,Illinois Fighting Illini,Tevian Jones,0,24,tevian-jones-1
2019,Illinois Fighting Illini,Adonis De La Rosa,1,26,adonis-de-la-rosa-1
2019,Illinois Fighting Illini,Samba Kane,0,18,samba-kane-1
2019,Illinois Fighting Illini,Tyler Underwood,0,17,tyler-underwood-1
2019,Illinois Fighting Illini,Drew Cayce,0,8,drew-cayce-1
2019,Illinois Fighting Illini,Samson Oladimeji,0,11,samson-oladimeji-1
2019,Illinois Fighting Illini,Zach Griffith,0,5,zach-griffith-1
2019,Illinois State Redbirds,Milik Yarbrough,32,33,milik-yarbrough-1
2019,Illinois State Redbirds,Phil Fayne,33,33,phil-fayne-1
2019,Illinois State Redbirds,Zach Copeland,29,32,zach-copeland-1
2019,Illinois State Redbirds,Keyshawn Evans,32,33,keyshawn-evans-1
2019,Illinois State Redbirds,Josh Jefferson,4,21,josh-jefferson-1
2019,Illinois State Redbirds,William Tinsley,17,31,william-tinsley-1
2019,Illinois State Redbirds,Matt Chastain,15,31,matt-chastain-1
2019,Illinois State Redbirds,Rey Idowu,0,33,rey-idowu-1
2019,Illinois State Redbirds,Isaac Gassman,2,26,isaac-gassman-1
2019,Illinois State Redbirds,Matt Hein,1,18,matt-hein-1
2019,Illinois State Redbirds,Dedric Boyd,20,24,dedric-boyd-1
2019,Illinois State Redbirds,Taylor Bruninga,7,29,taylor-bruninga-1
2019,Illinois State Redbirds,Keith Fisher III,30,30,kieth-fisheriii-1
2019,Illinois State Redbirds,Jaycee Hillsman,52,90,jaycee-hillsman-1
2019,Illinois-Chicago Flames,Tarkus Ferguson,32,32,tarkus-ferguson-1
2019,Illinois-Chicago Flames,Godwin Boahen,32,32,godwin-boahen-1
2019,Illinois-Chicago Flames,Marcus Ottey,32,32,marcus-ottey-1
2019,Illinois-Chicago Flames,Jordan Blount,29,30,jordan-blount-1
2019,Illinois-Chicago Flames,Michael Diggins,5,32,michael-diggins-1
2019,Illinois-Chicago Flames,Rob Howard Jr.,16,30,rob-howardjr-1
2019,Illinois-Chicago Flames,Jamie Ahale,1,32,jamie-ahale-1
2019,Illinois-Chicago Flames,Jacob Wiley,0,30,jacob-wiley-2
2019,Illinois-Chicago Flames,Travell Washington,13,28,travell-washington-1
2019,Illinois-Chicago Flames,Ralph Bissainthe,0,10,ralph-bissainthe-1
2019,Illinois-Chicago Flames,Dominique Matthews,0,4,dominique-matthews-1
2019,Incarnate Word Cardinals,Christian Peevy,19,29,christian-peevy-1
2019,Incarnate Word Cardinals,Charles Brown III,23,29,charles-browniii-1
2019,Incarnate Word Cardinals,Augustine Ene,22,31,augustine-ene-1
2019,Incarnate Word Cardinals,Antoine Smith Jr,14,31,antoine-smithjr-1
2019,Incarnate Word Cardinals,Dwight Murray Jr,18,30,dwight-murrayjr-1
2019,Incarnate Word Cardinals,Morgan Taylor,15,17,morgan-taylor-2
2019,Incarnate Word Cardinals,Jordan Caruso,10,31,jordan-caruso-1
2019,Incarnate Word Cardinals,Cody Graham,13,27,cody-graham-1
2019,Incarnate Word Cardinals,Jorden Kite,11,27,jorden-kite-1
2019,Incarnate Word Cardinals,Bryce Davis,7,15,bryce-davis-1
2019,Incarnate Word Cardinals,Romello Wilbert,3,17,romello-wilbert-1
2019,Incarnate Word Cardinals,Keaton Hervey,17,25,keaton-hervey-1
2019,Indiana Hoosiers,Juwan Morgan,35,35,juwan-morgan-1
2019,Indiana Hoosiers,Romeo Langford,32,32,romeo-langford-1
2019,Indiana Hoosiers,Justin Smith,32,35,justin-smith-3
2019,Indiana Hoosiers,Aljami Durham,30,34,aljami-durham-1
2019,Indiana Hoosiers,Devonte Green,9,28,devonte-green-1
2019,Indiana Hoosiers,Rob Phinisee,29,32,rob-phinisee-1
2019,Indiana Hoosiers,De'Ron Davis,3,30,deron-davis-1
2019,Indiana Hoosiers,Evan Fitzner,0,31,evan-fitzner-1
2019,Indiana Hoosiers,Damezi Anderson,0,21,damezi-anderson-1
2019,Indiana Hoosiers,Jake Forrester,0,13,jake-forrester-1
2019,Indiana Hoosiers,Zach McRoberts,5,26,zach-mcroberts-1
2019,Indiana Hoosiers,Clifton Moore,0,15,clifton-moore-1
2019,Indiana Hoosiers,Vijay Blackmon,0,7,vijay-blackmon-1
2019,Indiana Hoosiers,Race Thompson,0,9,race-thompson-1
2019,Indiana Hoosiers,Johnny Jager,0,7,johnny-jager-1
2019,Indiana State Sycamores,Tyreke Key,31,31,tyreke-key-1
2019,Indiana State Sycamores,Jordan Barnes,29,30,jordan-barnes-1
2019,Indiana State Sycamores,Emondre Rickman,23,31,emondre-rickman-1
2019,Indiana State Sycamores,Bronson Kessinger,5,31,bronson-kessinger-1
2019,Indiana State Sycamores,Cooper Neese,7,23,cooper-neese-1
2019,Indiana State Sycamores,Christian Williams,23,23,christian-williams-1
2019,Indiana State Sycamores,Allante Holston,19,31,allante-holston-1
2019,Indiana State Sycamores,Clayton Hughes,9,28,clayton-hughes-1
2019,Indiana State Sycamores,De'Avion Washington,0,28,deavion-washington-1
2019,Indiana State Sycamores,Devin Thomas,9,17,devin-thomas-2
2019,Indiana State Sycamores,Blake Brinkmeyer,0,5,blake-brinkmeyer-1
2019,Indiana State Sycamores,Tyeshon Martin,0,15,tyeshon-martin-1
2019,Indiana State Sycamores,Daniel Huenermann,0,9,daniel-huenermann-1
2019,Indiana State Sycamores,Marlon Taylor,0,1,marlon-taylor-2
2019,Indiana State Sycamores,Cameron Bacote,16,32,cameron-bacote-1
2019,Indiana-Purdue Jaguars,Camron Justice,32,33,camron-justice-1
2019,Indiana-Purdue Jaguars,Jaylen Minnett,1,33,jaylen-minnett-1
2019,Indiana-Purdue Jaguars,Evan Hall,31,31,evan-hall-1
2019,Indiana-Purdue Jaguars,D.J. McCall,32,33,dj-mccall-1
2019,Indiana-Purdue Jaguars,Ahmed Ismail,10,33,ahmed-ismail-1
2019,Indiana-Purdue Jaguars,Elyjah Goss,25,31,elyjah-goss-1
2019,Indiana-Purdue Jaguars,Grant Weatherford,32,33,grant-weatherford-1
2019,Indiana-Purdue Jaguars,Nick Rogers,0,32,nick-rogers-2
2019,Indiana-Purdue Jaguars,Jack Hansen,1,31,jack-hansen-1
2019,Indiana-Purdue Jaguars,Brandon Kenyon,1,7,brandon-kenyon-1
2019,Indiana-Purdue Jaguars,Jakoby Kemp,0,6,jakoby-kemp-1
2019,Indiana-Purdue Jaguars,Daniel Alston,0,4,daniel-alston-1
2019,Indiana-Purdue Jaguars,Trevor Johnson,0,6,trevor-johnson-1
2019,Indiana-Purdue Jaguars,Marcus Burk,44,69,marcus-burk-1
2019,Indiana-Purdue Jaguars,Jamil Jackson,0,5,jamil-jackson-1
2019,Iona Gaels,E.J. Crawford,32,33,ej-crawford-1
2019,Iona Gaels,Rickey McGill,33,33,rickey-mcgill-1
2019,Iona Gaels,Tajuan Agee,28,33,tajuan-agee-1
2019,Iona Gaels,Asante Gist,20,33,asante-gist-1
2019,Iona Gaels,Ben Perez,21,28,ben-perez-1
2019,Iona Gaels,Andrija Ristanovic,8,29,andrija-ristanovic-1
2019,Iona Gaels,Isaiah Still,10,13,isaiah-still-1
2019,Iona Gaels,Jahnathan Maxwell,2,31,jahnathan-maxwell-1
2019,Iona Gaels,Niksa Nikolic,11,23,niksa-nikolic-1
2019,Iona Gaels,Payton Hudson,0,23,payton-hudson-1
2019,Iona Gaels,Malik Rhem,0,6,malik-rhem-1
2019,Iona Gaels,Isaiah Ross,27,66,isaiah-ross-1
2019,Iowa Hawkeyes,Tyler Cook,33,33,tyler-cook-1
2019,Iowa Hawkeyes,Luka Garza,30,32,luka-garza-1
2019,Iowa Hawkeyes,Jordan Bohannon,35,35,jordan-bohannon-1
2019,Iowa Hawkeyes,Joe Wieskamp,35,35,joe-wieskamp-1
2019,Iowa Hawkeyes,Isaiah Moss,35,35,isaiah-moss-1
2019,Iowa Hawkeyes,Nicholas Baer,5,35,nicholas-baer-1
2019,Iowa Hawkeyes,Ryan Kriener,2,35,ryan-kriener-1
2019,Iowa Hawkeyes,Connor McCaffery,0,34,connor-mccaffery-1
2019,Iowa Hawkeyes,Maishe Dailey,0,35,maishe-dailey-1
2019,Iowa Hawkeyes,Riley Till,0,16,riley-till-1
2019,Iowa Hawkeyes,Austin Ash,0,9,austin-ash-1
2019,Iowa Hawkeyes,Nicolas Hobbs,0,6,nicolas-hobbs-1
2019,Iowa Hawkeyes,Cordell Pemsl,0,2,cordell-pemsl-1
2019,Iowa Hawkeyes,Michael Baer,0,9,michael-baer-1
2019,Iowa Hawkeyes,Jack Nunge,14,33,jack-nunge-1
2019,Iowa State Cyclones,Marial Shayok,34,34,marial-shayok-1
2019,Iowa State Cyclones,Talen Horton-Tucker,34,35,talen-horton-tucker-1
2019,Iowa State Cyclones,Michael Jacobson,35,35,michael-jacobson-1
2019,Iowa State Cyclones,Lindell Wigginton,2,25,lindell-wigginton-1
2019,Iowa State Cyclones,Nick Weiler-Babb,35,35,nick-weiler-babb-1
2019,Iowa State Cyclones,Tyrese Haliburton,34,35,tyrese-haliburton-1
2019,Iowa State Cyclones,Cameron Lard,0,24,cameron-lard-1
2019,Iowa State Cyclones,Terrence Lewis,0,21,terrence-lewis-2
2019,Iowa State Cyclones,George Conditt IV,0,26,george-condittiv-1
2019,Iowa State Cyclones,Zoran Talley,1,21,zoran-talley-1
2019,Iowa State Cyclones,Zion Griffin,0,17,zion-griffin-1
2019,Iowa State Cyclones,Solomon Young,0,4,solomon-young-1
2019,Iowa State Cyclones,Nate Schuster,0,3,nate-schuster-1
2019,Iowa State Cyclones,Eric Steyer,0,11,eric-steyer-1
2019,Iowa State Cyclones,Carter Boothe,0,3,carter-boothe-1
2019,IUPU-Fort Wayne Mastadons,John Konchar,33,33,john-konchar-1
2019,IUPU-Fort Wayne Mastadons,Kason Harrell,33,33,kason-harrell-1
2019,IUPU-Fort Wayne Mastadons,Matt Holba,33,33,matt-holba-1
2019,IUPU-Fort Wayne Mastadons,Matt Weir,3,33,matt-weir-1
2019,IUPU-Fort Wayne Mastadons,Dylan Carl,33,33,dylan-carl-1
2019,IUPU-Fort Wayne Mastadons,Jarred Godfrey,3,33,jarred-godfrey-1
2019,IUPU-Fort Wayne Mastadons,Marcus DeBerry,9,33,marcus-deberry-1
2019,IUPU-Fort Wayne Mastadons,Dee Montgomery,18,33,dee-montgomery-1
2019,IUPU-Fort Wayne Mastadons,Cameron Benford,0,33,cameron-benford-1
2019,IUPU-Fort Wayne Mastadons,Rylen Grundy,0,9,rylen-grundy-1
2019,IUPU-Fort Wayne Mastadons,Josh Inkumsah,0,5,josh-inkumsah-1
2019,IUPU-Fort Wayne Mastadons,Brian Patrick,0,49,brian-patrick-1
2019,Jackson State Tigers,Chris Howell,28,32,chris-howell-2
2019,Jackson State Tigers,Venjie Wallis,29,31,venjie-wallis-1
2019,Jackson State Tigers,Jontrell Walker,3,31,jontrell-walker-1
2019,Jackson State Tigers,Jayveous McKinnis,27,28,jayveous-mckinnis-1
2019,Jackson State Tigers,Lemmie Howard,15,31,lemmie-howard-1
2019,Jackson State Tigers,Dontelius Ross,26,30,dontelius-ross-1
2019,Jackson State Tigers,Justin Johnson,12,25,justin-johnson-8
2019,Jackson State Tigers,William Brown,8,27,william-brown-3
2019,Jackson State Tigers,Khalill Spencer,1,29,khalil-spencer-1
2019,Jackson State Tigers,Jeremiah Bozeman,4,25,jeremiah-bozeman-1
2019,Jackson State Tigers,Hunter Shelton,0,18,hunter-shelton-1
2019,Jackson State Tigers,Jesse Love,2,23,jesse-love-1
2019,Jackson State Tigers,Jordan Berry,1,8,jordan-berry-1
2019,Jackson State Tigers,Demetrice Clopton,3,10,demetrice-clopton-1
2019,Jackson State Tigers,Josh Everett,1,3,josh-everett-1
2019,Jacksonville Dolphins,JD Notae,23,32,jd-notae-1
2019,Jacksonville Dolphins,Jace Hogan,32,32,jace-hogan-1
2019,Jacksonville Dolphins,Tyreese Davis,29,29,tyreese-davis-1
2019,Jacksonville Dolphins,Dave Bell,23,31,dave-bell-2
2019,Jacksonville Dolphins,Jalyn Hinton,11,32,jalyn-hinton-1
2019,Jacksonville Dolphins,DeAnthony McCallum,3,32,deanthony-mccallum-1
2019,Jacksonville Dolphins,Aamahne Santos,31,32,aamahne-santos-1
2019,Jacksonville Dolphins,Tanner Rubio,8,31,tanner-rubio-1
2019,Jacksonville Dolphins,Bryce Workman,0,27,bryce-workman-1
2019,Jacksonville Dolphins,Derrick Flowers,0,25,derrick-flowers-3
2019,Jacksonville Dolphins,Corey Romich,0,17,corey-romich-1
2019,Jacksonville Dolphins,KJ Fitzgerald,0,12,kj-fitzgerald-1
2019,Jacksonville Dolphins,Quinton Forrest,0,13,quinton-forrest-1
2019,Jacksonville Dolphins,Thomas Owen,0,4,thomas-owen-1
2019,Jacksonville Dolphins,Lee Richmond,0,20,lee-richmond-1
2019,Jacksonville State Gamecocks,Jason Burnell,32,32,jason-burnell-1
2019,Jacksonville State Gamecocks,Marlon Hunter,32,33,marlon-hunter-1
2019,Jacksonville State Gamecocks,Ty Hudson,33,33,ty-hudson-1
2019,Jacksonville State Gamecocks,Jamall Gregory,23,31,jamall-gregory-1
2019,Jacksonville State Gamecocks,Christian Cunningham,28,32,christian-cunningham-2
2019,Jacksonville State Gamecocks,Detrick Mostella,11,27,detrick-mostella-1
2019,Jacksonville State Gamecocks,Jacara Cross,5,33,jacara-cross-1
2019,Jacksonville State Gamecocks,De'Torrion Ware,0,23,detorrion-ware-1
2019,Jacksonville State Gamecocks,Derek St. Hilaire,0,31,derek-sthilaire-1
2019,Jacksonville State Gamecocks,Maurice Dunlap,0,33,maurice-dunlap-1
2019,Jacksonville State Gamecocks,Maros Zeliznak,1,24,maros-zeliznak-1
2019,Jacksonville State Gamecocks,Jacob Hyde,0,9,jacob-hyde-2
2019,James Madison Dukes,Matt Lewis,33,33,matt-lewis-1
2019,James Madison Dukes,Stuckey Mosley,33,33,stuckey-mosley-1
2019,James Madison Dukes,Darius Banks,29,31,darius-banks-1
2019,James Madison Dukes,Dwight Wilson,28,32,dwight-wilson-1
2019,James Madison Dukes,Deshon Parker,18,33,deshon-parker-1
2019,James Madison Dukes,Zach Jacobs,4,31,zach-jacobs-1
2019,James Madison Dukes,Develle Phillips,5,26,develle-phillips-1
2019,James Madison Dukes,Greg Jones,13,33,greg-jones-911
2019,James Madison Dukes,Matthew Urbach,0,13,matthew-urbach-1
2019,James Madison Dukes,Antanee Pinkard,0,19,antanee-pinkard-1
2019,James Madison Dukes,Alex Schulz,0,3,alex-schulz-1
2019,James Madison Dukes,Jonathan Hicklin,0,2,jonathan-hicklin-1
2019,James Madison Dukes,Devon Flowers,0,3,devon-flowers-1
2019,James Madison Dukes,Cameron Smith,2,2,cameron-smith-2
2019,Kansas Jayhawks,Dedric Lawson,36,36,dedric-lawson-1
2019,Kansas Jayhawks,Devon Dotson,36,36,devon-dotson-1
2019,Kansas Jayhawks,Lagerald Vick,20,23,lagerald-vick-1
2019,Kansas Jayhawks,Quentin Grimes,36,36,quentin-grimes-1
2019,Kansas Jayhawks,Marcus Garrett,13,30,marcus-garrett-1
2019,Kansas Jayhawks,Ochai Agbaji,16,22,ochai-agbaji-1
2019,Kansas Jayhawks,David McCormack,13,34,david-mccormack-1
2019,Kansas Jayhawks,Udoka Azubuike,9,9,udoka-azubuike-1
2019,Kansas Jayhawks,K.J. Lawson,0,35,kj-lawson-1
2019,Kansas Jayhawks,Charlie Moore,1,35,charlie-moore-1
2019,Kansas Jayhawks,Mitch Lightfoot,0,34,mitch-lightfoot-1
2019,Kansas Jayhawks,Chris Teahan,0,11,chris-teahan-1
2019,Kansas Jayhawks,Garrett Luinstra,0,10,garrett-luinstra-1
2019,Kansas Jayhawks,Silvio De Sousa,0,20,silvio-desousa-1
2019,Kansas State Wildcats,Barry Brown,34,34,barry-brown-1
2019,Kansas State Wildcats,Kamau Stokes,32,33,kamau-stokes-1
2019,Kansas State Wildcats,Xavier Sneed,33,33,xavier-sneed-1
2019,Kansas State Wildcats,Dean Wade,25,25,dean-wade-1
2019,Kansas State Wildcats,Makol Mawien,34,34,makol-mawien-1
2019,Kansas State Wildcats,Cartier Diarra,9,26,cartier-diarra-1
2019,Kansas State Wildcats,Mike McGuirl,2,34,mike-mcguirl-1
2019,Kansas State Wildcats,Levi Stockard III,0,32,levi-stockardiii-1
2019,Kansas State Wildcats,Austin Trice,1,28,austin-trice-1
2019,Kansas State Wildcats,Shaun Neal-Williams,0,30,shaun-neal-williams-1
2019,Kansas State Wildcats,Pierson McAtee,0,15,pierson-mcatee-1
2019,Kansas State Wildcats,James Love,0,19,james-love-1
2019,Kansas State Wildcats,Nigel Shadd,0,13,nigel-shadd-1
2019,Kansas State Wildcats,Patrick Muldoon,0,8,patrick-muldoon-1
2019,Kennesaw State Owls,Tyler Hooker,31,31,tyler-hooker-1
2019,Kennesaw State Owls,Danny Lewis,15,23,danny-lewis-1
2019,Kennesaw State Owls,Bobby Parker,14,27,bobby-parker-2
2019,Kennesaw State Owls,Bryson Lockley,31,32,bryson-lockley-1
2019,Kennesaw State Owls,Kosta Jankovic,17,29,kosta-jankovic-1
2019,Kennesaw State Owls,Ugo Obineke,10,28,ugo-obineke-1
2019,Kennesaw State Owls,Kyle Clarke,10,30,kyle-clarke-1
2019,Kennesaw State Owls,Isaac Mbuyamba,32,32,isaac-mbuyamba-1
2019,Kennesaw State Owls,Antonio Spencer,0,32,antonio-spencer-1
2019,Kennesaw State Owls,Pietro Agostini,0,13,pietro-agostini-1
2019,Kennesaw State Owls,Adili Kuerban,0,8,adili-kuerban-1
2019,Kennesaw State Owls,C.J. Washington,0,7,cj-washington-3
2019,Kennesaw State Owls,Markus Smith,0,3,markus-smith-1
2019,Kennesaw State Owls,Drew Romich,1,17,drew-romich-1
2019,Kent State Golden Flashes,Jaylin Walker,18,27,jaylin-walker-1
2019,Kent State Golden Flashes,Antonio Williams,30,33,antonio-williams-3
2019,Kent State Golden Flashes,Philip Whittington,31,33,philip-whittington-1
2019,Kent State Golden Flashes,Jalen Avery,30,30,jalen-avery-1
2019,Kent State Golden Flashes,C.J. Williamson,29,33,cj-williamson-1
2019,Kent State Golden Flashes,Anthony Roberts,3,31,anthony-roberts-2
2019,Kent State Golden Flashes,Akiean Frederick,4,31,akiean-frederick-1
