Year,Team,Player,Stats,Played,ID
2015,Bucknell Bison,Zach Thomas,9,22,zach-thomas-1
2015,Bucknell Bison,Dom Hoffman,13,28,dom-hoffman-1
2015,Bucknell Bison,Cory Starkey,12,31,cory-starkey-1
2015,Bucknell Bison,Stephen Brown,17,30,stephen-brown-2
2015,Bucknell Bison,D.J. MacLeay,0,30,dj-macleay-1
2015,Bucknell Bison,Ben Oberfeld,0,24,ben-oberfeld-1
2015,Bucknell Bison,Joshea Singleton,0,3,joshea-singleton-1
2015,Buffalo Bulls,Justin Moss,32,33,justin-moss--1
2015,Buffalo Bulls,Shannon Evans,33,33,shannon-evans-1
2015,Buffalo Bulls,Xavier Ford,15,31,xavier-ford-1
2015,Buffalo Bulls,Lamonte Bearden,31,33,lamonte-bearden-1
2015,Buffalo Bulls,Jarryn Skeete,28,29,jarryn-skeete-1
2015,Buffalo Bulls,Rodell Wigginton,7,32,rodell-wigginton-1
2015,Buffalo Bulls,Will Regan,19,33,will-regan-1
2015,Buffalo Bulls,Raheem Johnson,0,33,raheem-johnson-1
2015,Buffalo Bulls,Mory Diane,0,4,mory-diane-1
2015,Buffalo Bulls,Christian Pino,0,11,christian-pino-1
2015,Buffalo Bulls,Bobby Frasco,0,9,bobby-frasco-1
2015,Butler Bulldogs,Kellen Dunham,33,34,kellen-dunham-1
2015,Butler Bulldogs,Roosevelt Jones,34,34,roosevelt-jones-1
2015,Butler Bulldogs,Andrew Chrabascz,29,30,andrew-chrabascz-1
2015,Butler Bulldogs,Alex Barlow,34,34,alex-barlow-1
2015,Butler Bulldogs,Kameron Woods,34,34,kameron-woods-1
2015,Butler Bulldogs,Kelan Martin,0,34,kelan-martin-1
2015,Butler Bulldogs,Tyler Wideman,5,34,tyler-wideman-1
2015,Butler Bulldogs,Austin Etherington,0,32,austin-etherington-1
2015,Butler Bulldogs,Jackson Aldridge,1,19,jackson-aldridge-1
2015,Butler Bulldogs,Jackson Davis,0,17,jackson-davis-1
2015,Butler Bulldogs,Steven Bennett,0,9,steven-bennett-1
2015,Butler Bulldogs,Trey Pettus,0,4,trey-pettus-1
2015,Cal Poly-Slo Mustangs,Brian Bennett,28,29,brian-bennett-1
2015,Cal Poly-Slo Mustangs,David Nwaba,20,24,david-nwaba-1
2015,Cal Poly-Slo Mustangs,Reese Morgan,0,27,reese-morgan-1
2015,Cal Poly-Slo Mustangs,Joel Awich,28,29,joel-awich-1
2015,Cal Poly-Slo Mustangs,Ridge Shipley,16,27,ridge-shipley-1
2015,Cal Poly-Slo Mustangs,Maliik Love,29,29,malik-love-1
2015,Cal Poly-Slo Mustangs,Michael Bolden,18,29,michael-bolden-1
2015,Cal Poly-Slo Mustangs,Kyle Toth,4,11,kyle-toth-1
2015,Cal Poly-Slo Mustangs,Anthony Silvestri,1,24,anthony-silvestri-1
2015,Cal Poly-Slo Mustangs,Aleks Abrams,1,26,aleks-abrams-1
2015,Cal Poly-Slo Mustangs,Alberto Ganis,0,6,alberto-ganis-1
2015,Cal Poly-Slo Mustangs,Mark Patterson,0,2,mark-patterson-1
2015,Cal Poly-Slo Mustangs,KJ Logue,0,9,kj-logue-1
2015,California Golden Bears,Tyrone Wallace,33,33,tyrone-wallace-1
2015,California Golden Bears,Jordan Mathews,32,33,jordan-mathews-1
2015,California Golden Bears,David Kravish,33,33,david-kravish-1
2015,California Golden Bears,Jabari Bird,21,23,jabari-bird-1
2015,California Golden Bears,Sam Singer,10,33,sam-singer-1
2015,California Golden Bears,Christian Behrens,17,30,christian-behrens-1
2015,California Golden Bears,Dwight Tarwater,13,33,dwight-tarwater-1
2015,California Golden Bears,Kingsley Okoroh,3,30,kingsley-okorah-1
2015,California Golden Bears,Brandon Chauca,0,22,brandon-chauca-1
2015,California Golden Bears,Roger Moute a Bidias,3,29,roger-moute-a-bidias-1
2015,California Golden Bears,Brenden Glapion,0,10,brenden-glapion-1
2015,California Golden Bears,Nick Hamilton,0,5,nick-hamilton-1
2015,California Golden Bears,Cole Welle,0,6,cole-welle-1
2015,California State-Bakersfield Roadrunners,Aly Ahmed,28,31,aly-ahmed-1
2015,California State-Bakersfield Roadrunners,Kevin Mays,32,32,kevin-mays-2
2015,California State-Bakersfield Roadrunners,Javonte Maynor,23,33,javonte-maynor-1
2015,California State-Bakersfield Roadrunners,Jaylin Airington,26,33,jaylin-airington-1
2015,California State-Bakersfield Roadrunners,Tyrell Corbin,27,33,tyrell-corbin-2
2015,California State-Bakersfield Roadrunners,Dashawn Richmond,5,29,dashawn-richmond-1
2015,California State-Bakersfield Roadrunners,Cortez Conners,12,32,cortez-connors-1
2015,California State-Bakersfield Roadrunners,Brent Wrapp,6,33,brent-wrapp-1
2015,California State-Bakersfield Roadrunners,Abdul Ahmed,5,33,abdul-ahmed-2
2015,California State-Bakersfield Roadrunners,Kregg Jones,1,27,kregg-jones-1
2015,California State-Bakersfield Roadrunners,Dee Wallace,0,6,dee-wallace-1
2015,California State-Fullerton Titans,Alex Harris,27,28,alex-harris-2
2015,California State-Fullerton Titans,Lanerryl Johnson,14,31,lanerryl-johnson-1
2015,California State-Fullerton Titans,Moses Morgan,27,31,moses-morgan-1
2015,California State-Fullerton Titans,Steve McClellan,28,31,steven-mcclellan-1
2015,California State-Fullerton Titans,Josh Gentry,21,31,josh-gentry-2
2015,California State-Fullerton Titans,Kennedy Esume,15,31,kennedy-esume-1
2015,California State-Fullerton Titans,Jordan Mason,0,19,jordan-mason-1
2015,California State-Fullerton Titans,Joe Boyd,16,31,joe-boyd-1
2015,California State-Fullerton Titans,Jamar Akoh,0,30,jamar-akoh-1
2015,California State-Fullerton Titans,Sheldon Blackwell,5,31,sheldon-blackwell-1
2015,California State-Fullerton Titans,Temjae Singleton,1,21,temjae-singleton-1
2015,California State-Fullerton Titans,Corey Walker,1,7,corey-walker-1
2015,California State-Long Beach 49ers,Mike Caffey,33,33,michael-caffey-1
2015,California State-Long Beach 49ers,David Samuels,31,33,david-samuels-1
2015,California State-Long Beach 49ers,Tyler Lamb,23,31,tyler-lamb-1
2015,California State-Long Beach 49ers,Branford Jones,12,33,branford-jones--1
2015,California State-Long Beach 49ers,McKay LaSalle,31,33,mckay-lasalle-1
2015,California State-Long Beach 49ers,Travis Hammonds,3,25,travis-hammonds-1
2015,California State-Long Beach 49ers,Temidayo Yussuf,10,33,temidayo-yussuf-1
2015,California State-Long Beach 49ers,Deontae North,0,29,deontae-north-1
2015,California State-Long Beach 49ers,Eric McKnight,17,32,eric-mcknight-1
2015,California State-Long Beach 49ers,Jack Williams,5,32,jack-williams-1
2015,California State-Long Beach 49ers,Justin Bibbins,0,33,justin-bibbins-1
2015,California State-Long Beach 49ers,Anson Moye,0,12,anson-moye-1
2015,California State-Long Beach 49ers,Charles Lockett,0,11,charles-lockett-1
2015,California State-Northridge Matadors,Stephan Hicks,32,32,stephen-hicks-1
2015,California State-Northridge Matadors,Stephen Maxwell,33,33,stephen-maxwell-1
2015,California State-Northridge Matadors,Aaron Parks,11,32,aaron-parks-1
2015,California State-Northridge Matadors,Devonte Elliott,24,33,devonte-elliott-1
2015,California State-Northridge Matadors,Landon Drew,31,31,landon-drew-1
2015,California State-Northridge Matadors,Tre Hale-Edmerson,33,33,tre-hale-edmerson-1
2015,California State-Northridge Matadors,Ajon Efferson,0,26,ajon-efferson-1
2015,California State-Northridge Matadors,Taelin Webb,1,30,taelin-webb-1
2015,California State-Northridge Matadors,Robert Cid,0,10,robert-cid-1
2015,California State-Northridge Matadors,Zacarry Douglas,0,2,zacarry-douglas-1
2015,California State-Sacramento Hornets,Mikh McKinney,32,32,mikh-mckinney-1
2015,California State-Sacramento Hornets,Dylan Garrity,33,33,dylan-garrity-1
2015,California State-Sacramento Hornets,Cody Demps,33,33,cody-demps-1
2015,California State-Sacramento Hornets,Eric Stuteville,31,33,eric-stuteville-1
2015,California State-Sacramento Hornets,Nick Hornsby,30,33,nick-hornsby-1
2015,California State-Sacramento Hornets,Zach Mills,2,33,zach-mills-1
2015,California State-Sacramento Hornets,Alex Tiffin,4,33,alex-tiffin-1
2015,California State-Sacramento Hornets,Dreon Barlett,0,33,dreon-barlett-1
2015,California State-Sacramento Hornets,Justin Strings,0,25,justin-strings-1
2015,California State-Sacramento Hornets,Marcus Graves,0,13,marcus-graves-1
2015,California State-Sacramento Hornets,Trevis Jackson,0,12,trevis-jackson-1
2015,California State-Sacramento Hornets,Mason Stuteville,0,7,mason-stuteville-1
2015,California State-Sacramento Hornets,James Herrick,0,3,james-herrick-1
2015,California-Davis Aggies,Corey Hawkins,28,28,corey-hawkins-1
2015,California-Davis Aggies,Josh Ritchart,30,31,josh-ritchart-1
2015,California-Davis Aggies,Josh Fox,2,32,josh-fox-2
2015,California-Davis Aggies,Tyler Les,1,32,tyler-lee-1
2015,California-Davis Aggies,Avery Johnson,32,32,avery-johnson-2
2015,California-Davis Aggies,J.T. Adenrele,31,31,john-adenrele-1
2015,California-Davis Aggies,Neal Monson,1,32,neal-monson-1
2015,California-Davis Aggies,Darius Graham,31,32,darius-graham-1
2015,California-Davis Aggies,Brynton Lemar,4,32,brynton-lemar-1
2015,California-Davis Aggies,Michael Onyebalu,0,4,michael-onyebalu-1
2015,California-Davis Aggies,Georgi Funtarov,0,6,georgi-funtarov-1
2015,California-Davis Aggies,Justin Dueck,0,5,justin-dueck-1
2015,California-Irvine Anteaters,Will Davis,33,34,will-davis-1
2015,California-Irvine Anteaters,Luke Nelson,25,28,luke-nelson-1
2015,California-Irvine Anteaters,Alex Young,29,30,alex-young-2
2015,California-Irvine Anteaters,Travis Souza,33,34,travis-souza-1
2015,California-Irvine Anteaters,Jaron Martin,9,33,jaron-martin-1
2015,California-Irvine Anteaters,Mamadou Ndiaye,11,15,mamadou-ndiaye-2
2015,California-Irvine Anteaters,John Ryan,19,25,john-ryan-2
2015,California-Irvine Anteaters,Ioannis Dimakopoulos,2,34,ioannis-dimakopoulos-1
2015,California-Irvine Anteaters,Aaron Wright,5,33,aaron-wright-1
2015,California-Irvine Anteaters,Mike Best,3,34,mike-best-1
2015,California-Irvine Anteaters,Dominique Dunning,1,27,dominique-dunning-1
2015,California-Irvine Anteaters,Haroldas Saprykinas,0,16,haroldas-saprykinas-1
2015,California-Irvine Anteaters,Reed McConnell,0,12,reed-mcconnell-1
2015,California-Riverside Highlanders,Taylor Johns,31,31,taylor-johns-1
2015,California-Riverside Highlanders,Jaylen Bland,29,31,jaylen-bland-1
2015,California-Riverside Highlanders,Steven Thornton,31,31,steven-thornton-1
2015,California-Riverside Highlanders,Nick Gruninger,18,31,nick-gruninger-1
2015,California-Riverside Highlanders,Austin Quick,2,30,austin-quick-1
2015,California-Riverside Highlanders,Alex Larsson,30,31,alex-larsson-1
2015,California-Riverside Highlanders,Steven Jones,13,18,steven-jones-1
2015,California-Riverside Highlanders,Robert Boezeman,0,30,robert-boezeman-1
2015,California-Riverside Highlanders,Charles Standifer,1,23,charles-standifer-1
2015,California-Riverside Highlanders,Cheick Thiero,0,16,cheick-thiero-1
2015,California-Riverside Highlanders,Chris Tang,0,10,chris-tang-1
2015,California-Riverside Highlanders,Colin Gruber,0,11,colin-gruber-1
2015,California-Riverside Highlanders,Kristopher Acevedo,0,2,kristopher-acevedo-1
2015,California-Santa Barbara Gauchos,Michael Bryson,32,33,michael-bryson-1
2015,California-Santa Barbara Gauchos,Alan Williams,26,26,alan-williams-2
2015,California-Santa Barbara Gauchos,John Green,19,33,john-green-3
2015,California-Santa Barbara Gauchos,Gabe Vincent,21,28,gabe-vincent-1
2015,California-Santa Barbara Gauchos,Zalmico Harmon,31,31,zalmico-harmon-1
2015,California-Santa Barbara Gauchos,Mitch Brewe,14,31,mitch-brewe-1
2015,California-Santa Barbara Gauchos,Eric Childress,8,33,eric-childress-1
2015,California-Santa Barbara Gauchos,DaJuan Smith,7,30,dajuan-smith-1
2015,California-Santa Barbara Gauchos,Sam Beeler,7,33,sam-beeler-1
2015,California-Santa Barbara Gauchos,T.J. Taylor,0,32,tj-taylor-1
2015,California-Santa Barbara Gauchos,Alex Hart,0,12,alex-hart-1
2015,California-Santa Barbara Gauchos,Hunter Ford,0,13,hunter-ford-1
2015,California-Santa Barbara Gauchos,Ami Lakoju,0,3,ami-lakoju-1
2015,Campbell Fighting Camels,Andrew Ryan,32,32,andrew-ryan-1
2015,Campbell Fighting Camels,D.J. Mason,24,32,dj-mason-1
2015,Campbell Fighting Camels,Reco McCarter,27,28,reco-mccarter-1
2015,Campbell Fighting Camels,Curtis Phillips,15,32,curtis-phillips-1
2015,Campbell Fighting Camels,Kyre' Hamer,28,28,kyre-hamer-1
2015,Campbell Fighting Camels,Troy Harper,0,26,troy-harper-1
2015,Campbell Fighting Camels,Nehemiah Mabson,0,31,nehemiah-mabson-1
2015,Campbell Fighting Camels,Rod Days,13,32,rod-days-1
2015,Campbell Fighting Camels,Luke Moyer,2,19,luke-moyer-1
2015,Campbell Fighting Camels,Quinton Ray,19,32,quinton-ray-1
2015,Campbell Fighting Camels,Jordan Faciane,0,5,jordan-faciane-1
2015,Campbell Fighting Camels,Jacob Talbert,0,3,jacob-talbert-1
2015,Campbell Fighting Camels,Casey Perrin,0,3,casey-perrin-1
2015,Canisius Golden Griffins,Zach Lewis,33,33,zach-lewis-1
2015,Canisius Golden Griffins,Josiah Heath,33,33,josiah-heath-1
2015,Canisius Golden Griffins,Jeremiah Williams,8,33,jeremiah-williams-2
2015,Canisius Golden Griffins,Jamal Reynolds,33,33,jamal-reynolds-1
2015,Canisius Golden Griffins,Phil Valenti,20,24,phil-valenti-1
2015,Canisius Golden Griffins,Kassius Robertson,0,33,kassius-robertson-1
2015,Canisius Golden Griffins,Jermaine Crumpton,3,24,jermaine-crumpton-1
2015,Canisius Golden Griffins,Kevin Bleeker,10,33,kevin-bleeker-1
2015,Canisius Golden Griffins,Adam Weir,0,33,adam-weir-1
2015,Canisius Golden Griffins,Jan Grzelinski,25,32,jan-grzelinski-1
2015,Canisius Golden Griffins,Cassidy Ryan,0,16,cassidy-ryan-1
2015,Central Arkansas Bears,Jordan Howard,29,29,jordan-howard-2
2015,Central Arkansas Bears,Mike Martin,28,28,michael-martin-2
2015,Central Arkansas Bears,Jake Zuilhof,29,29,jake-zuilhof-1
2015,Central Arkansas Bears,Mathieu Kamba,13,29,mathieu-kamba-1
2015,Central Arkansas Bears,Thatch Unruh,19,29,thatch-unruh-1
2015,Central Arkansas Bears,Boo Milligan,11,25,michael-milligan-1
2015,Central Arkansas Bears,Albert Christensson,5,27,albert-christensson-1
2015,Central Arkansas Bears,Ethan Lee,0,26,ethan-lee-1
2015,Central Arkansas Bears,Joel Fiegler,11,28,joel-fiegler-1
2015,Central Arkansas Bears,Otas Iyekekpolor,0,23,otas-iyekekpolor-1
2015,Central Arkansas Bears,Tyler Simmons,0,10,tyler-simmons-1
2015,Central Connecticut State Blue Devils,Matt Mobley,31,31,matt-mobley-1
2015,Central Connecticut State Blue Devils,Faronte Drakeford,30,30,faronte-drakeford-1
2015,Central Connecticut State Blue Devils,Brandon Peel,31,31,brandon-peel-1
2015,Central Connecticut State Blue Devils,Khalen Cumberlander,24,28,khalen-cumberlander-1
2015,Central Connecticut State Blue Devils,Kevin Seymour,22,28,kevin-seymour-1
2015,Central Connecticut State Blue Devils,Greg Andrade,12,30,greg-andrade-1
2015,Central Connecticut State Blue Devils,Corey Barrett,0,27,corey-barrett-1
2015,Central Connecticut State Blue Devils,Mustafa Jones,0,29,mustafa-jones-1
2015,Central Connecticut State Blue Devils,Shakaris Laney,3,24,sharkaris-laney-1
2015,Central Connecticut State Blue Devils,Malcolm McMillan,2,2,malcolm-mcmillan-1
2015,Central Connecticut State Blue Devils,George Davis III,0,7,george-davisiii-1
2015,Central Florida Knights,B.J. Taylor,26,26,bj-taylor-1
2015,Central Florida Knights,Adonys Henriquez,30,30,adonys-henriquez-1
2015,Central Florida Knights,Brandon Goodwin,30,30,brandon-goodwin-1
2015,Central Florida Knights,Staphon Blair,17,30,staphon-blair-1
2015,Central Florida Knights,Kasey Wilson,22,29,kasey-wilson-1
2015,Central Florida Knights,Daiquan Walker,2,30,daiquan-walker-1
2015,Central Florida Knights,Justin McBride,11,29,justin-mcbride-1
2015,Central Florida Knights,Shaheed Davis,6,24,shaheed-davis-1
2015,Central Florida Knights,Dylan Karell,5,29,dylan-karell-1
2015,Central Florida Knights,Myles Davis,1,18,myles-davis-2
2015,Central Florida Knights,Matt Williams,0,1,matt-williams-4
2015,Central Florida Knights,Marshall Holmes,0,3,marshall-holmes-1
2015,Central Florida Knights,Djordjije Mumin,0,5,djordjije-mumin-1
2015,Central Michigan Chippewas,Chris Fowler,32,32,chris-fowler-1
2015,Central Michigan Chippewas,John Simons,32,32,john-simons-1
2015,Central Michigan Chippewas,Braylon Rayson,32,32,braylon-rayson-1
2015,Central Michigan Chippewas,Rayshawn Simmons,32,32,rayshawn-simmons-1
2015,Central Michigan Chippewas,Josh Kozinski,0,32,josh-kozinski-1
2015,Central Michigan Chippewas,Luke Meyer,32,32,luke-meyer-2
2015,Central Michigan Chippewas,Austin Stewart,0,32,austin-stewart-1
2015,Central Michigan Chippewas,Austin Keel,0,30,austin-keel-1
2015,Central Michigan Chippewas,Blake Hibbitts,0,32,blake-hibbitts-1
2015,Central Michigan Chippewas,DaRohn Scott,0,32,darohn-scott-1
2015,Central Michigan Chippewas,Milos Cabarkapa,0,23,milos-cabarkapa-1
2015,Central Michigan Chippewas,Tony Larkins,0,7,tony-larkins-1
2015,Central Michigan Chippewas,Spencer Krannitz,0,1,spencer-krannitz-1
2015,Charleston Southern Buccaneers,Saah Nimley,31,31,saah-nimley-1
2015,Charleston Southern Buccaneers,Arlon Harper,30,30,arlon-harper-1
2015,Charleston Southern Buccaneers,Will Saunders,2,30,will-saunders-1
2015,Charleston Southern Buccaneers,Cedrick Bowen,31,31,cedrick-bowen-1
2015,Charleston Southern Buccaneers,Aaron Wheeler,21,31,aaron-wheeler-1
2015,Charleston Southern Buccaneers,Paul Gombwer,31,31,paul-gombwer-1
2015,Charleston Southern Buccaneers,Danny Upchurch,0,30,danny-upchurch-1
2015,Charleston Southern Buccaneers,Javis Howard,0,25,javis-howard-1
2015,Charleston Southern Buccaneers,Reuben King,9,25,reuben-king-1
2015,Charleston Southern Buccaneers,Jabbar Washington,0,21,jabbar-washington-3
2015,Charleston Southern Buccaneers,Wesley Johnson,0,24,wesley-johnson-1
2015,Charleston Southern Buccaneers,Jantzen Raymond,0,7,jantzen-colie-raymond-1
2015,Charleston Southern Buccaneers,Jarryd Coleman,0,5,jarryd-coleman-1
2015,Chicago State Cougars,Clarke Rosenberg,23,31,clarke-rosenberg-1
2015,Chicago State Cougars,Trayvon Palmer,19,30,trayvon-palmer-1
2015,Chicago State Cougars,Anthony Glover,14,32,anthony-glover-2
2015,Chicago State Cougars,Sean Hill,14,22,sean-hill-1
2015,Chicago State Cougars,Joshua Meier,20,31,joshua-meier-1
2015,Chicago State Cougars,Jared Dimakos,12,21,jared-dimakos-1
2015,Chicago State Cougars,Johnny Griffin,11,31,johnny-griffin-1
2015,Chicago State Cougars,Montana Byrd,7,28,montana-byrd-1
2015,Chicago State Cougars,Jawad Adekoya,1,19,jawad-adekova-1
2015,Chicago State Cougars,Joshua Batson,14,29,joshua-batson-1
2015,Chicago State Cougars,Quron Davis,8,19,quron-davis-1
2015,Chicago State Cougars,Aaron Williams,4,24,aaron-williams-5
2015,Chicago State Cougars,Rahjan Muhammad,0,12,rahjan-muhammad-1
2015,Cincinnati Bearcats,Octavius Ellis,34,34,octavius-ellis-1
2015,Cincinnati Bearcats,Troy Caupain,33,34,troy-caupain-1
2015,Cincinnati Bearcats,Farad Cobb,9,34,farad-cobb-1
2015,Cincinnati Bearcats,Gary Clark,34,34,gary-clark-2
2015,Cincinnati Bearcats,Kevin Johnson,24,34,kevin-johnson-6
2015,Cincinnati Bearcats,Shaq Thomas,21,34,shaquille-thomas-1
2015,Cincinnati Bearcats,Jermaine Sanders,13,34,jermaine-sanders-1
2015,Cincinnati Bearcats,Coreontae DeBerry,0,34,coreontae-deberry-1
2015,Cincinnati Bearcats,Deshaun Morman,0,24,deshaun-morman-1
2015,Cincinnati Bearcats,Quadri Moore,0,26,quadri-moore-1
2015,Cincinnati Bearcats,Ge'Lawn Guyn,2,2,gelawn-guyn-1
2015,Cincinnati Bearcats,Rob Blissitt,0,5,rob-blissitt-1
2015,Cincinnati Bearcats,Zack Tobler,0,8,zack-tobler-1
2015,Citadel Bulldogs,Ashton Moore,30,30,ashton-moore-1
2015,Citadel Bulldogs,P.J. Horgan,30,30,pj-horgan-1
2015,Citadel Bulldogs,Jake Wright,9,29,jake-wright-1
2015,Citadel Bulldogs,Brian White,18,30,brian-white-1
2015,Citadel Bulldogs,Quinton Marshall,25,29,quinton-marshall-1
2015,Citadel Bulldogs,C.J. Bray,6,30,cj-bray-1
2015,Citadel Bulldogs,Marshall Harris,15,27,marshall-harris-1
2015,Citadel Bulldogs,Warren Sledge,11,28,warren-sledge-1
2015,Citadel Bulldogs,Tom Koopman,6,21,tom-koopman-1
2015,Citadel Bulldogs,Brandon Thompson,0,10,brandon-thompson-2
2015,Citadel Bulldogs,Tim Broom,0,14,tim-broom-1
2015,Clemson Tigers,Jaron Blossomgame,31,31,jaron-blossomgame-1
2015,Clemson Tigers,Rod Hall,31,31,rod-hall-1
2015,Clemson Tigers,Donte Grantham,31,31,donte-grantham-1
2015,Clemson Tigers,Damarcus Harrison,21,31,damarcus-harrison-1
2015,Clemson Tigers,Landry Nnoko,30,31,landry-nnoko-1
2015,Clemson Tigers,Jordan Roper,10,31,jordan-roper-1
2015,Clemson Tigers,Austin Ajukwa,0,30,austin-ajukwa-1
2015,Clemson Tigers,Josh Smith,0,31,josh-smith-2
2015,Clemson Tigers,Sidy Djitte,1,30,sidy-djitte-1
2015,Clemson Tigers,Gabe DeVoe,0,19,gabe-devoe-1
2015,Clemson Tigers,Patrick Rooks,0,13,patrick-rooks-1
2015,Clemson Tigers,Riley McGillan,0,8,riley-mcgillan-1
2015,Cleveland State Vikings,Trey Lewis,33,33,trey-lewis-1
2015,Cleveland State Vikings,Anton Grady,33,33,anton-gandy-1
2015,Cleveland State Vikings,Charlie Lee,25,26,charles-lee-2
2015,Cleveland State Vikings,Marlin Mason,28,30,marlin-mason-1
2015,Cleveland State Vikings,Andre Yates,21,32,andre-yates-1
2015,Cleveland State Vikings,Kaza Keane,20,33,kaza-keane-1
2015,Cleveland State Vikings,Vinny Zollo,5,33,vinny-zollo-1
2015,Cleveland State Vikings,Demonte Flannigan,0,29,demonte-flannigan-1
2015,Cleveland State Vikings,Terrell Hales,0,31,terrell-hales-1
2015,Cleveland State Vikings,Aaron Scales,0,23,aaron-scales-1
2015,Cleveland State Vikings,Kenny Carpenter,0,22,kenny-carpenter-1
2015,Cleveland State Vikings,Derek Sloan,0,21,derek-sloan-1
2015,Cleveland State Vikings,Khyler Fields,0,2,khyler-fields-1
2015,Coastal Carolina Chanticleers,Warren Gillis,34,34,warren-gillis-1
2015,Coastal Carolina Chanticleers,Josh Cameron,7,33,josh-cameron-1
2015,Coastal Carolina Chanticleers,Elijah Wilson,27,34,elijah-wilson-1
2015,Coastal Carolina Chanticleers,Shivaughn Wiggins,34,34,shivaughn-wiggins-1
2015,Coastal Carolina Chanticleers,Badou Diagne,34,34,badou-diagne-1
2015,Coastal Carolina Chanticleers,Tristian Curtis,28,33,tristian-curtis-1
2015,Coastal Carolina Chanticleers,Marcus Freeman,0,27,marcus-freeman-1
2015,Coastal Carolina Chanticleers,Michel Enanga,0,34,michel-enanga-1
2015,Coastal Carolina Chanticleers,Colton Ray-St Cyr,0,34,colton-ray-st-cyr-1
2015,Coastal Carolina Chanticleers,Uros Ljeskovic,6,8,uros-ljeskovic-1
2015,Coastal Carolina Chanticleers,Ron Trapps,0,8,ron-trapps-1
2015,Coastal Carolina Chanticleers,Kyle Buffkin,0,11,kyle-buffkin-1
2015,Coastal Carolina Chanticleers,Aaron Law,0,6,aaron-law-1
2015,Colgate Red Raiders,Damon Sherman-Newsome,33,33,damon-sherman-newsome-1
2015,Colgate Red Raiders,Ethan Jacobs,33,33,ethan-jacobs-1
2015,Colgate Red Raiders,Austin Tillotson,33,33,austin-tillotson-1
2015,Colgate Red Raiders,Luke Roh,33,33,luke-roh-1
2015,Colgate Red Raiders,Matt McMullen,33,33,matt-mcmullen-1
2015,Colgate Red Raiders,Pat Moore,0,25,pat-moore-2
2015,Colgate Red Raiders,Alex Ramon,0,31,alex-ramon-1
2015,Colgate Red Raiders,John Fenton,0,32,john-fenton-1
2015,Colgate Red Raiders,Sean O'Brien,0,32,sean-obrien-2
2015,Colgate Red Raiders,Jordan Robertson,0,14,jordan-robertson-2
2015,Colgate Red Raiders,Nathan Harries,0,4,nathan-harries-1
2015,Colgate Red Raiders,Andrew Bargmann,0,4,andrew-bargmann-1
2015,Colgate Red Raiders,Anthony DeRiggs,0,5,anthony-deriggs-1
2015,College of Charleston Cougars,Canyon Barry,33,33,canyon-barry-1
2015,College of Charleston Cougars,Joe Chealey,32,33,joe-chealey-1
2015,College of Charleston Cougars,Adjehi Baru,31,32,adjehi-baru-1
2015,College of Charleston Cougars,Anthony Stitt,17,26,anthony-stitt-1
2015,College of Charleston Cougars,Cameron Johnson,16,33,cameron-johnson-3
2015,College of Charleston Cougars,Donovan Gilmore,21,32,donovan-gilmore-1
2015,College of Charleston Cougars,Evan Bailey,6,32,evan-bailey-1
2015,College of Charleston Cougars,Terrance O'Donohue,6,30,terrance-odonohue-1
2015,College of Charleston Cougars,Glen Pierre,0,32,glen-pierre-1
2015,College of Charleston Cougars,David Wishon,2,10,david-wishon-1
2015,College of Charleston Cougars,Pat Branin,1,22,pat-branin-1
2015,College of Charleston Cougars,Harrison Bowne,0,3,harrison-bowne-1
2015,College of Charleston Cougars,Tim Branin,0,2,tim-branin-1
2015,Colorado Buffaloes,Askia Booker,28,31,askia-booker-1
2015,Colorado Buffaloes,Josh Scott,25,26,josh-scott-2
2015,Colorado Buffaloes,Xavier Johnson,15,29,xavier-johnson-1
2015,Colorado Buffaloes,Wesley Gordon,31,34,wesley-gordon-1
2015,Colorado Buffaloes,Jaron Hopkins,17,32,jaron-hopkins-1
2015,Colorado Buffaloes,Tre'Shaun Fletcher,17,34,treshaun-fletcher-1
2015,Colorado Buffaloes,Xavier Talton,15,34,xavier-talton-1
2015,Colorado Buffaloes,Dominique Collier,10,30,dominique-collier-1
2015,Colorado Buffaloes,Dustin Thomas,11,32,dustin-thomas-1
2015,Colorado Buffaloes,Tory Stewart-Miller,1,30,tory-stewart-miller-1
2015,Colorado Buffaloes,Eli Stalzer,0,19,eli-stalzer-1
2015,Colorado Buffaloes,Geoffrey Bates,0,5,geoffrey-bates-1
2015,Colorado Buffaloes,Brett Brady,0,6,brett-brady-1
2015,Colorado State Rams,J.J. Avila,31,31,jj-avila-1
2015,Colorado State Rams,Stanton Kidd,34,34,stanton-kidd-1
2015,Colorado State Rams,Daniel Bejarano,33,33,daniel-bejarano-1
2015,Colorado State Rams,Gian Clavell,3,33,gian-clavell-1
2015,Colorado State Rams,Joe De Ciman,34,34,joe-de-ciman-1
2015,Colorado State Rams,John Gillon,1,34,john-gillon-1
2015,Colorado State Rams,Dantiel Daniels,32,32,dantiel-daniels-1
2015,Colorado State Rams,Fred Richardson,0,22,fred-richardson-1
2015,Colorado State Rams,Carlton Hurst,1,31,carlton-hurst-1
2015,Colorado State Rams,Marcus Holt,1,15,marcus-holt-1
2015,Colorado State Rams,Antwan Scott,0,4,antwan-scott-2
2015,Colorado State Rams,Mike Burnett,0,4,mike-burnett-1
2015,Columbia Lions,Maodo Lo,28,28,maodo-lo-1
